reference	n	word	lemma	extended_strongs	role	morphology
Matthew 10:1	12	ὥστε	ὥστε	56200	C	.......
Matthew 10:1	13	ἐκβάλλειν	ἐκβάλλω	15440	V	NPA....
Matthew 10:1	14	αὐτά,	αὐτός	8460	R	...3ANP
Matthew 10:1	15	καὶ	καί	25320	C	.......
Matthew 10:1	16	θεραπεύειν	θεραπεύω	23230	V	NPA....
Matthew 10:1	17	πᾶσαν	πᾶς	39560	E	....AFS
Matthew 10:1	18	νόσον	νόσος	35540	N	....AFS
Matthew 10:1	19	καὶ	καί	25320	C	.......
Matthew 10:1	20	πᾶσαν	πᾶς	39560	E	....AFS
Matthew 10:1	21	μαλακίαν.	μαλακία	31190	N	....AFS
Matthew 10:2	1	Τῶν	ὁ	35880	E	....GMP
Matthew 10:2	2	δὲ	δέ	11610	C	.......
Matthew 10:2	3	δώδεκα	δώδεκα	14270	E	....GMP
Matthew 10:2	4	ἀποστόλων	ἀπόστολος	6520	N	....GMP
Matthew 10:2	5	τὰ	ὁ	35880	E	....NNP
Matthew 10:2	6	ὀνόματά	ὄνομα	36860	N	....NNP
Matthew 10:2	7	ἐστιν	εἰμί	15100	V	IPA3..S
Matthew 10:2	8	ταῦτα·	οὗτος	37780	R	....NNP
Matthew 10:2	9	Πρῶτος,	πρῶτος	44130	S	....NMS
Matthew 10:2	10	Σίμων,	Σίμων	46130	N	....NMS
Matthew 10:2	11	ὁ	ὁ	35880	R	....NMS
Matthew 10:2	12	λεγόμενος	λέγω	30040	V	PPP.NMS
Matthew 10:2	13	Πέτρος,	πέτρος	40740	N	....NMS
Matthew 10:2	14	καὶ	καί	25320	C	.......
Matthew 10:2	15	Ἀνδρέας	Ἀνδρέας	4060	N	....NMS
Matthew 10:2	16	ὁ	ὁ	35880	E	....NMS
Matthew 10:2	17	ἀδελφὸς	ἀδελφός	800	N	....NMS
Matthew 10:2	18	αὐτοῦ·	αὐτός	8460	R	...3GMS
Matthew 10:2	19	Ἰάκωβος	Ἰάκωβος	23850	N	....NMS
Matthew 10:2	20	ὁ	ὁ	35880	R	....NMS
Matthew 10:2	21	τοῦ	ὁ	35880	E	....GMS
Matthew 10:2	22	Ζεβεδαίου,	Ζεβεδαῖος	21990	N	....GMS
Matthew 10:2	23	καὶ	καί	25320	C	.......
Matthew 10:2	24	Ἰωάννης	Ἰωάννης	24910	N	....NMS
Matthew 10:2	25	ὁ	ὁ	35880	E	....NMS
Matthew 10:2	26	ἀδελφὸς	ἀδελφός	800	N	....NMS
Matthew 10:2	27	αὐτοῦ·	αὐτός	8460	R	...3GMS
Matthew 10:3	1	Φίλιππος,	Φίλιππος	53760	N	....NMS
Matthew 10:3	2	καὶ	καί	25320	C	.......
Matthew 10:3	3	Βαρθολομαῖος·	Βαρθολομαῖος	9180	N	....NMS
Matthew 10:3	4	Θωμᾶς,	Θωμᾶς	23810	N	....NMS
Matthew 10:3	5	καὶ	καί	25320	C	.......
Matthew 10:3	6	Ματθαῖος	Ματθαῖος	31560	N	....NMS
Matthew 10:3	7	ὁ	ὁ	35880	E	....NMS
Matthew 10:3	8	τελώνης·	τελώνης	50570	N	....NMS
Matthew 10:3	9	Ἰάκωβος	Ἰάκωβος	23850	N	....NMS
Matthew 10:3	10	ὁ	ὁ	35880	R	....NMS
Matthew 10:3	11	τοῦ	ὁ	35880	E	....GMS
Matthew 10:3	12	Ἀλφαίου,	Ἁλφαῖος	2560	N	....GMS
Matthew 10:3	13	καὶ	καί	25320	C	.......
Matthew 10:3	14	Λεββαῖος,	Λεββαῖος	22800	N	....NMS
Matthew 10:3	15	ὁ	ὁ	35880	R	....NMS
Matthew 10:3	16	ἐπικληθεὶς	ἐπικαλέω	19410	V	PAP.NMS
Matthew 10:3	17	Θαδδαῖος·	Θαδδαῖος	22800	N	....NMS
Matthew 10:4	1	Σίμων	Σίμων	46130	N	....NMS
Matthew 10:4	2	ὁ	ὁ	35880	E	....NMS
Matthew 10:4	3	Κανανίτης,	Κανανίτης	25810	N	....NMS
Matthew 10:4	4	καὶ	καί	25320	C	.......
Matthew 10:4	5	Ἰούδας	Ἰούδας	24550	N	....NMS
Matthew 10:4	6	Ἰσκαριώτης,	Ἰσκαριώτης	24690	N	....NMS
Matthew 10:4	7	ὁ	ὁ	35880	R	....NMS
Matthew 10:4	8	καὶ	καί	25320	D	.......
Matthew 10:4	9	παραδοὺς	παραδίδωμι	38600	V	PAA.NMS
Matthew 10:4	10	αὐτόν.	αὐτός	8460	R	...3AMS
Matthew 10:5	1	Τούτους	οὗτος	37780	E	....AMP
Matthew 10:5	2	τοὺς	ὁ	35880	E	....AMP
Matthew 10:5	3	δώδεκα	δώδεκα	14270	S	....AMP
Matthew 10:5	4	ἀπέστειλεν	ἀποστέλλω	6490	V	IAA3..S
Matthew 10:5	5	ὁ	ὁ	35880	E	....NMS
Matthew 10:5	6	Ἰησοῦς,	Ἰησοῦς	24240	N	....NMS
Matthew 10:5	7	παραγγείλας	παραγγέλλω	38530	V	PAA.NMS
Matthew 10:5	8	αὐτοῖς,	αὐτός	8460	R	...3DMP
Matthew 10:5	9	λέγων,	λέγω	30040	V	PPA.NMS
Matthew 10:5	10	Εἰς	εἰς	15190	P	.......
Matthew 10:5	11	ὁδὸν	ὁδός	35980	N	....AFS
Matthew 10:5	12	Ἐθνῶν	ἔθνος	14840	N	....GNP
Matthew 10:5	13	μὴ	μή	33610	D	.......
Matthew 10:5	14	ἀπέλθητε,	ἀπέρχομαι	5650	V	SAA2..P
Matthew 10:5	15	καὶ	καί	25320	C	.......
Matthew 10:5	16	εἰς	εἰς	15190	P	.......
Matthew 10:5	17	πόλιν	πόλις	41720	N	....AFS
Matthew 10:5	18	Σαμαρειτῶν	Σαμαρείτης	45410	N	....GMP
Matthew 10:5	19	μὴ	μή	33610	D	.......
Matthew 10:5	20	εἰσέλθητε:	εἰσέρχομαι	15250	V	SAA2..P
Matthew 10:6	1	Πορεύεσθε	πορεύω	41980	V	MPM2..P
Matthew 10:6	2	δὲ	δέ	11610	C	.......
Matthew 10:6	3	μᾶλλον	μᾶλλον	31230	D	.......
Matthew 10:6	4	πρὸς	πρός	43140	P	.......
Matthew 10:6	5	τὰ	ὁ	35880	E	....ANP
Matthew 10:6	6	πρόβατα	πρόβατον	42630	N	....ANP
Matthew 10:6	7	τὰ	ὁ	35880	R	....ANP
Matthew 10:6	8	ἀπολωλότα	ἀπολλύω	6220	V	PEA.ANP
Matthew 10:6	9	οἴκου	οἶκος	36240	N	....GMS
Matthew 10:6	10	Ἰσραήλ.	Ἰσραήλ	24740	N	....GMS
Matthew 10:7	1	Πορευόμενοι	πορεύω	41980	V	PPM.NMP
Matthew 10:7	2	δὲ,	δέ	11610	C	.......
Matthew 10:7	3	κηρύσσετε,	κηρύσσω	27840	V	MPA2..P
Matthew 10:7	4	λέγοντες	λέγω	30040	V	PPA.NMP
Matthew 10:7	5	ὅτι	ὅτι	37540	C	.......
Matthew 10:7	6	Ἤγγικεν	ἐγγίζω	14480	V	IEA3..S
Matthew 10:7	7	ἡ	ὁ	35880	E	....NFS
Matthew 10:7	8	βασιλεία	βασιλεία	9320	N	....NFS
Matthew 10:7	9	τῶν	ὁ	35880	E	....GMP
Matthew 10:7	10	οὐρανῶν.	οὐρανός	37720	N	....GMP
Matthew 10:8	1	Ἀσθενοῦντας	ἀσθενέω	7700	V	PPA.AMP
Matthew 10:8	2	θεραπεύετε,	θεραπεύω	23230	V	MPA2..P
Matthew 10:8	3	λεπροὺς	λεπρός	30150	S	....AMP
Matthew 10:8	4	καθαρίζετε,	καθαρίζω	25110	V	MPA2..P
Matthew 10:8	5	νεκροὺς	νεκρός	34980	S	....AMP
Matthew 10:8	6	ἐγείρετε,	ἐγείρω	14530	V	MPA2..P
Matthew 10:8	7	δαιμόνια	δαιμόνιον	11400	N	....ANP
Matthew 10:8	8	ἐκβάλλετε:	ἐκβάλλω	15440	V	MPA2..P
Matthew 10:8	9	δωρεὰν	δωρεάν	14320	D	.......
Matthew 10:8	10	ἐλάβετε,	λαμβάνω	29830	V	IAA2..P
Matthew 10:8	11	δωρεὰν	δωρεάν	14320	D	.......
Matthew 10:8	12	δότε.	δίδωμι	13250	V	MAA2..P
Matthew 10:9	1	Μὴ	μή	33610	C	.......
Matthew 10:9	2	κτήσησθε	κτάομαι	29320	V	SAM2..P
Matthew 10:9	3	χρυσὸν,	χρυσός	55570	N	....AMS
Matthew 10:9	4	μηδὲ	μηδέ	33660	C	.......
Matthew 10:9	5	ἄργυρον,	ἄργυρος	6960	N	....AMS
Matthew 10:9	6	μηδὲ	μηδέ	33660	C	.......
Matthew 10:9	7	χαλκὸν	χαλκός	54750	N	....AMS
Matthew 10:9	8	εἰς	εἰς	15190	P	.......
Matthew 10:9	9	τὰς	ὁ	35880	E	....AFP
Matthew 10:9	10	ζώνας	ζώνη	22230	N	....AFP
Matthew 10:9	11	ὑμῶν,	σύ	47710	R	...2G.P
Matthew 10:10	1	Μὴ	μή	33610	C	.......
Matthew 10:10	2	πήραν	πήρα	40820	N	....AFS
Matthew 10:10	3	εἰς	εἰς	15190	P	.......
Matthew 10:10	4	ὁδὸν,	ὁδός	35980	N	....AFS
Matthew 10:10	5	μηδὲ	μηδέ	33660	C	.......
Matthew 10:10	6	δύο	δύο	14170	E	....AMP
Matthew 10:10	7	χιτῶνας,	χιτών	55090	N	....AMP
Matthew 10:10	8	μηδὲ	μηδέ	33660	C	.......
Matthew 10:10	9	ὑποδήματα,	ὑπόδημα	52660	N	....ANP
Matthew 10:10	10	μηδὲ	μηδέ	33660	C	.......
Matthew 10:10	11	ῥάβδους:	ῥάβδος	44640	N	....AFP
Matthew 10:10	12	ἄξιος	ἄξιος	5140	S	....NMS
Matthew 10:10	13	γὰρ	γάρ	10630	C	.......
Matthew 10:10	14	ὁ	ὁ	35880	E	....NMS
Matthew 10:10	15	ἐργάτης	ἐργάτης	20400	N	....NMS
Matthew 10:10	16	τῆς	ὁ	35880	E	....GFS
Matthew 10:10	17	τροφῆς	τροφή	51600	N	....GFS
Matthew 10:10	18	αὐτοῦ	αὐτός	8460	R	...3GMS
Matthew 10:10	19	ἐστιν.	εἰμί	15100	V	IPA3..S
Matthew 10:11	1	Εἰς	εἰς	15190	P	.......
Matthew 10:11	2	ἣν	ὅς	37390	R	....AFS
Matthew 10:11	3	δʼ	δέ	11610	C	.......
Matthew 10:11	4	ἂν	ἄν	3020	T	.......
Matthew 10:11	5	πόλιν	πόλις	41720	N	....AFS
Matthew 10:11	6	ἢ	ἤ	22280	C	.......
Matthew 10:11	7	κώμην	κώμη	29680	N	....AFS
Matthew 10:11	8	εἰσέλθητε,	εἰσέρχομαι	15250	V	SAA2..P
Matthew 10:11	9	ἐξετάσατε	ἐξετάζω	18330	V	MAA2..P
Matthew 10:11	10	τίς	τίς	51010	R	....NMS
Matthew 10:11	11	ἐν	ἐν	17220	P	.......
Matthew 10:11	12	αὐτῇ	αὐτός	8460	R	...3DFS
Matthew 10:11	13	ἄξιός	ἄξιος	5140	S	....NMS
Matthew 10:11	14	ἐστιν·	εἰμί	15100	V	IPA3..S
Matthew 10:11	15	κἀκεῖ	κἀκεῖ	25460	D	.......
Matthew 10:11	16	μείνατε	μένω	33060	V	MAA2..P
Matthew 10:11	17	ἕως	ἕως	21930	C	.......
Matthew 10:11	18	ἂν	ἄν	3020	T	.......
Matthew 10:11	19	ἐξέλθητε.	ἐξέρχομαι	18310	V	SAA2..P
Matthew 10:12	1	Εἰσερχόμενοι	εἰσέρχομαι	15250	V	PPM.NMP
Matthew 10:12	2	δὲ	δέ	11610	C	.......
Matthew 10:12	3	εἰς	εἰς	15190	P	.......
Matthew 10:12	4	τὴν	ὁ	35880	E	....AFS
Matthew 10:12	5	οἰκίαν,	οἰκία	36140	N	....AFS
Matthew 10:12	6	ἀσπάσασθε	ἀσπάζομαι	7820	V	MAM2..P
Matthew 10:12	7	αὐτήν.	αὐτός	8460	R	...3AFS
Matthew 10:13	1	Καὶ	καί	25320	C	.......
Matthew 10:13	2	ἐὰν	ἐάν	14370	C	.......
Matthew 10:13	3	μὲν	μέν	33030	C	.......
Matthew 10:13	4	ᾖ	εἰμί	15100	V	SPA3..S
Matthew 10:13	5	ἡ	ὁ	35880	E	....NFS
Matthew 10:13	6	οἰκία	οἰκία	36140	N	....NFS
Matthew 10:13	7	ἀξία,	ἄξιος	5140	S	....NFS
Matthew 10:13	8	ἐλθέτω	ἔρχομαι	20640	V	MAA3..S
Matthew 10:13	9	ἡ	ὁ	35880	E	....NFS
Matthew 10:13	10	εἰρήνη	εἰρήνη	15150	N	....NFS
Matthew 10:13	11	ὑμῶν	σύ	47710	R	...2G.P
Matthew 10:13	12	ἐπʼ	ἐπί	19090	P	.......
Matthew 10:13	13	αὐτήν:	αὐτός	8460	R	...3AFS
Matthew 10:13	14	ἐὰν	ἐάν	14370	C	.......
Matthew 10:13	15	δὲ	δέ	11610	C	.......
Matthew 10:13	16	μὴ	μή	33610	D	.......
Matthew 10:13	17	ᾖ	εἰμί	15100	V	SPA3..S
Matthew 10:13	18	ἀξία,	ἄξιος	5140	S	....NFS
Matthew 10:13	19	ἡ	ὁ	35880	E	....NFS
Matthew 10:13	20	εἰρήνη	εἰρήνη	15150	N	....NFS
Matthew 10:13	21	ὑμῶν	σύ	47710	R	...2G.P
Matthew 10:13	22	πρὸς	πρός	43140	P	.......
Matthew 10:13	23	ὑμᾶς	σύ	47710	R	...2A.P
Matthew 10:13	24	ἐπιστραφήτω.	ἐπιστρέφω	19940	V	MAP3..S
Matthew 10:14	1	Καὶ	καί	25320	C	.......
Matthew 10:14	2	ὃς	ὅς	37390	R	....NMS
Matthew 10:14	3	ἐὰν	ἐάν	14370	T	.......
Matthew 10:14	4	μὴ	μή	33610	D	.......
Matthew 10:14	5	δέξηται	δέχομαι	12090	V	SAM3..S
Matthew 10:14	6	ὑμᾶς,	σύ	47710	R	...2A.P
Matthew 10:14	7	μηδὲ	μηδέ	33660	C	.......
Matthew 10:14	8	ἀκούσῃ	ἀκούω	1910	V	SAA3..S
Matthew 10:14	9	τοὺς	ὁ	35880	E	....AMP
Matthew 10:14	10	λόγους	λόγος	30560	N	....AMP
Matthew 10:14	11	ὑμῶν,	σύ	47710	R	...2G.P
Matthew 10:14	12	ἐξερχόμενοι	ἐξέρχομαι	18310	V	PPM.NMP
Matthew 10:14	13	τῆς	ὁ	35880	E	....GFS
Matthew 10:14	14	οἰκίας	οἰκία	36140	N	....GFS
Matthew 10:14	15	ἢ	ἤ	22280	C	.......
Matthew 10:14	16	τῆς	ὁ	35880	E	....GFS
Matthew 10:14	17	πόλεως	πόλις	41720	N	....GFS
Matthew 10:14	18	ἐκείνης,	ἐκεῖνος	15650	E	....GFS
Matthew 10:14	19	ἐκτινάξατε	ἐκτινάσσω	16210	V	MAA2..P
Matthew 10:14	20	τὸν	ὁ	35880	E	....AMS
Matthew 10:14	21	κονιορτὸν	κονιορτός	28680	N	....AMS
Matthew 10:14	22	τῶν	ὁ	35880	E	....GMP
Matthew 10:14	23	ποδῶν	πούς	42280	N	....GMP
Matthew 10:14	24	ὑμῶν.	σύ	47710	R	...2G.P
Matthew 10:15	1	Ἀμὴν	ἀμήν	2810	I	.......
Matthew 10:15	2	λέγω	λέγω	30040	V	IPA1..S
Matthew 10:15	3	ὑμῖν,	σύ	47710	R	...2D.P
Matthew 10:15	4	Ἀνεκτότερον	ἀνεκτότερος	4140	S	....NNS
Matthew 10:15	5	ἔσται	εἰμί	15100	V	IFM3..S
Matthew 10:15	6	γῇ	γῆ	10930	N	....DFS
Matthew 10:15	7	Σοδόμων	Σόδομα	46700	N	....GNP
Matthew 10:15	8	καὶ	καί	25320	C	.......
Matthew 10:15	9	Γομόρρων	Γόμορρα	11160	N	....GNP
Matthew 10:15	10	ἐν	ἐν	17220	P	.......
Matthew 10:15	11	ἡμέρᾳ	ἡμέρα	22500	N	....DFS
Matthew 10:15	12	κρίσεως,	κρίσις	29200	N	....GFS
Matthew 10:15	13	ἢ	ἤ	22280	C	.......
Matthew 10:15	14	τῇ	ὁ	35880	E	....DFS
Matthew 10:15	15	πόλει	πόλις	41720	N	....DFS
Matthew 10:15	16	ἐκείνῃ.	ἐκεῖνος	15650	E	....DFS
Matthew 10:16	1	¶Ἰδοὺ,	ὁράω	37080	I	MAM2..S
Matthew 10:16	2	ἐγὼ	ἐγώ	14730	R	...1N.S
Matthew 10:16	3	ἀποστέλλω	ἀποστέλλω	6490	V	IPA1..S
Matthew 10:16	4	ὑμᾶς	σύ	47710	R	...2A.P
Matthew 10:16	5	ὡς	ὡς	56130	C	.......
Matthew 10:16	6	πρόβατα	πρόβατον	42630	N	....NNP
Matthew 10:16	7	ἐν	ἐν	17220	P	.......
Matthew 10:16	8	μέσῳ	μέσος	33190	S	....DNS
Matthew 10:16	9	λύκων:	λύκος	30740	N	....GMP
Matthew 10:16	10	γίνεσθε	γίνομαι	10960	V	MPM2..P
Matthew 10:16	11	οὖν	οὖν	37670	C	.......
Matthew 10:16	12	φρόνιμοι	φρόνιμος	54290	S	....NMP
Matthew 10:16	13	ὡς	ὡς	56130	C	.......
Matthew 10:16	14	οἱ	ὁ	35880	E	....NMP
Matthew 10:16	15	ὄφεις,	ὄφις	37890	N	....NMP
Matthew 10:16	16	καὶ	καί	25320	C	.......
Matthew 10:16	17	ἀκέραιοι	ἀκέραιος	1850	S	....NMP
Matthew 10:16	18	ὡς	ὡς	56130	C	.......
Matthew 10:16	19	αἱ	ὁ	35880	E	....NFP
Matthew 10:16	20	περιστεραί.	περιστερά	40580	N	....NFP
Matthew 10:17	1	Προσέχετε	προσέχω	43370	V	MPA2..P
Matthew 10:17	2	δὲ	δέ	11610	C	.......
Matthew 10:17	3	ἀπὸ	ἀπό	5750	P	.......
Matthew 10:17	4	τῶν	ὁ	35880	E	....GMP
Matthew 10:17	5	ἀνθρώπων:	ἄνθρωπος	4440	N	....GMP
Matthew 10:17	6	παραδώσουσιν	παραδίδωμι	38600	V	IFA3..P
Matthew 10:17	7	γὰρ	γάρ	10630	C	.......
Matthew 10:17	8	ὑμᾶς	σύ	47710	R	...2A.P
Matthew 10:17	9	εἰς	εἰς	15190	P	.......
Matthew 10:17	10	συνέδρια,	συνέδριον	48920	N	....ANP
Matthew 10:17	11	καὶ	καί	25320	C	.......
Matthew 10:17	12	ἐν	ἐν	17220	P	.......
Matthew 10:17	13	ταῖς	ὁ	35880	E	....DFP
Matthew 10:17	14	συναγωγαῖς	συναγωγή	48640	N	....DFP
Matthew 10:17	15	αὐτῶν	αὐτός	8460	R	...3GMP
Matthew 10:17	16	μαστιγώσουσιν	μαστιγόω	31460	V	IFA3..P
Matthew 10:17	17	ὑμᾶς·	σύ	47710	R	...2A.P
Matthew 10:18	1	Καὶ	καί	25320	C	.......
Matthew 10:18	2	ἐπὶ	ἐπί	19090	P	.......
Matthew 10:18	3	ἡγεμόνας	ἡγεμών	22320	N	....AMP
Matthew 10:18	4	δὲ	δέ	11610	C	.......
Matthew 10:18	5	καὶ	καί	25320	D	.......
Matthew 10:18	6	βασιλεῖς	βασιλεύς	9350	N	....AMP
Matthew 10:18	7	ἀχθήσεσθε	ἄγω	710	V	IFP2..P
Matthew 10:18	8	ἕνεκεν	ἕνεκεν	17520	P	.......
Matthew 10:18	9	ἐμοῦ,	ἐγώ	14730	R	...1G.S
Matthew 10:18	10	εἰς	εἰς	15190	P	.......
Matthew 10:18	11	μαρτύριον	μαρτύριον	31420	N	....ANS
Matthew 10:18	12	αὐτοῖς	αὐτός	8460	R	...3DMP
Matthew 10:18	13	καὶ	καί	25320	C	.......
Matthew 10:18	14	τοῖς	ὁ	35880	E	....DNP
Matthew 10:18	15	Ἔθνεσιν.	ἔθνος	14840	N	....DNP
Matthew 10:19	1	Ὅταν	ὅταν	37520	C	.......
Matthew 10:19	2	δὲ	δέ	11610	C	.......
Matthew 10:19	3	παραδιδῶσιν	παραδίδωμι	38600	V	SPA3..P
Matthew 10:19	4	ὑμᾶς,	σύ	47710	R	...2A.P
Matthew 10:19	5	μὴ	μή	33610	D	.......
Matthew 10:19	6	μεριμνήσητε	μεριμνάω	33090	V	SAA2..P
Matthew 10:19	7	πῶς	πῶς	44590	D	.......
Matthew 10:19	8	ἢ	ἤ	22280	C	.......
Matthew 10:19	9	τί	τίς	51010	R	....ANS
Matthew 10:19	10	λαλήσητε:	λαλέω	29800	V	SAA2..P
Matthew 10:19	11	δοθήσεται	δίδωμι	13250	V	IFP3..S
Matthew 10:19	12	γὰρ	γάρ	10630	C	.......
Matthew 10:19	13	ὑμῖν	σύ	47710	R	...2D.P
Matthew 10:19	14	ἐν	ἐν	17220	P	.......
Matthew 10:19	15	ἐκείνῃ	ἐκεῖνος	15650	E	....DFS
Matthew 10:19	16	τῇ	ὁ	35880	E	....DFS
Matthew 10:19	17	ὥρᾳ	ὥρα	56100	N	....DFS
Matthew 10:19	18	τί	τίς	51010	R	....ANS
Matthew 10:19	19	λαλήσετε.	λαλέω	29800	V	IFA2..P
Matthew 10:20	1	Οὐ	οὐ	37560	C	.......
Matthew 10:20	2	γὰρ	γάρ	10630	C	.......
Matthew 10:20	3	ὑμεῖς	σύ	47710	R	...2N.P
Matthew 10:20	4	ἐστε	εἰμί	15100	V	IPA2..P
Matthew 10:20	5	οἱ	ὁ	35880	R	....NMP
Matthew 10:20	6	λαλοῦντες,	λαλέω	29800	V	PPA.NMP
Matthew 10:20	7	ἀλλὰ	ἀλλά	2350	C	.......
Matthew 10:20	8	τὸ	ὁ	35880	E	....NNS
Matthew 10:20	9	Πνεῦμα	πνεῦμα	41510	N	....NNS
Matthew 10:20	10	τοῦ	ὁ	35880	E	....GMS
Matthew 10:20	11	Πατρὸς	πατήρ	39620	N	....GMS
Matthew 10:20	12	ὑμῶν	σύ	47710	R	...2G.P
Matthew 10:20	13	τὸ	ὁ	35880	R	....NNS
Matthew 10:20	14	λαλοῦν	λαλέω	29800	V	PPA.NNS
Matthew 10:20	15	ἐν	ἐν	17220	P	.......
Matthew 10:20	16	ὑμῖν.	σύ	47710	R	...2D.P
Matthew 10:21	1	Παραδώσει	παραδίδωμι	38600	V	IFA3..S
Matthew 10:21	2	δὲ	δέ	11610	C	.......
Matthew 10:21	3	ἀδελφὸς	ἀδελφός	800	N	....NMS
Matthew 10:21	4	ἀδελφὸν	ἀδελφός	800	N	....AMS
Matthew 10:21	5	εἰς	εἰς	15190	P	.......
Matthew 10:21	6	θάνατον,	θάνατος	22880	N	....AMS
Matthew 10:21	7	καὶ	καί	25320	C	.......
Matthew 10:21	8	πατὴρ	πατήρ	39620	N	....NMS
Matthew 10:21	9	τέκνον:	τέκνον	50430	N	....ANS
Matthew 10:21	10	καὶ	καί	25320	C	.......
Matthew 10:21	11	ἐπαναστήσονται	ἐπανίστημι	18810	V	IFM3..P
Matthew 10:21	12	τέκνα	τέκνον	50430	N	....NNP
Matthew 10:21	13	ἐπὶ	ἐπί	19090	P	.......
Matthew 10:21	14	γονεῖς,	γονεύς	11180	N	....AMP
Matthew 10:21	15	καὶ	καί	25320	C	.......
Matthew 10:21	16	θανατώσουσιν	θανατόω	22890	V	IFA3..P
Matthew 10:21	17	αὐτούς.	αὐτός	8460	R	...3AMP
Matthew 10:22	1	Καὶ	καί	25320	C	.......
Matthew 10:22	2	ἔσεσθε	εἰμί	15100	V	IFM2..P
Matthew 10:22	3	μισούμενοι	μισέω	34040	V	PPP.NMP
Matthew 10:22	4	ὑπὸ	ὑπό	52590	P	.......
Matthew 10:22	5	πάντων	πᾶς	39560	S	....GMP
Matthew 10:22	6	διὰ	διά	12230	P	.......
Matthew 10:22	7	τὸ	ὁ	35880	E	....ANS
Matthew 10:22	8	ὄνομά	ὄνομα	36860	N	....ANS
Matthew 10:22	9	μου:	ἐγώ	14730	R	...1G.S
Matthew 10:22	10	ὁ	ὁ	35880	R	....NMS
Matthew 10:22	11	δὲ	δέ	11610	C	.......
Matthew 10:22	12	ὑπομείνας	ὑπομένω	52780	V	PAA.NMS
Matthew 10:22	13	εἰς	εἰς	15190	P	.......
Matthew 10:22	14	τέλος	τέλος	50560	N	....ANS
Matthew 10:22	15	οὗτος	οὗτος	37780	R	....NMS
Matthew 10:22	16	σωθήσεται.	σῴζω	49820	V	IFP3..S
Matthew 10:23	1	Ὅταν	ὅταν	37520	C	.......
Matthew 10:23	2	δὲ	δέ	11610	C	.......
Matthew 10:23	3	διώκωσιν	διώκω	13770	V	SPA3..P
Matthew 10:23	4	ὑμᾶς	σύ	47710	R	...2A.P
Matthew 10:23	5	ἐν	ἐν	17220	P	.......
Matthew 10:23	6	τῇ	ὁ	35880	E	....DFS
Matthew 10:23	7	πόλει	πόλις	41720	N	....DFS
Matthew 10:23	8	ταύτῃ,	οὗτος	37780	E	....DFS
Matthew 10:23	9	φεύγετε	φεύγω	53430	V	MPA2..P
Matthew 10:23	10	εἰς	εἰς	15190	P	.......
Matthew 10:23	11	τὴν	ὁ	35880	E	....AFS
Matthew 10:23	12	ἄλλην:	ἄλλος	2430	R	....AFS
Matthew 10:23	13	ἀμὴν	ἀμήν	2810	I	.......
Matthew 10:23	14	γὰρ	γάρ	10630	C	.......
Matthew 10:23	15	λέγω	λέγω	30040	V	IPA1..S
Matthew 10:23	16	ὑμῖν,	σύ	47710	R	...2D.P
Matthew 10:23	17	Οὐ	οὐ	37560	D	.......
Matthew 10:23	18	μὴ	μή	33610	D	.......
Matthew 10:23	19	τελέσητε	τελέω	50550	V	SAA2..P
Matthew 10:23	20	τὰς	ὁ	35880	E	....AFP
Matthew 10:23	21	πόλεις	πόλις	41720	N	....AFP
Matthew 10:23	22	τοῦ	ὁ	35880	E	....GMS
Matthew 10:23	23	Ἰσραήλ,	Ἰσραήλ	24740	N	....GMS
Matthew 10:23	24	ἕως	ἕως	21930	C	.......
Matthew 10:23	25	ἂν	ἄν	3020	T	.......
Matthew 10:23	26	ἔλθῃ	ἔρχομαι	20640	V	SAA3..S
Matthew 10:23	27	ὁ	ὁ	35880	E	....NMS
Matthew 10:23	28	Υἱὸς	υἱός	52070	N	....NMS
Matthew 10:23	29	τοῦ	ὁ	35880	E	....GMS
Matthew 10:23	30	ἀνθρώπου.	ἄνθρωπος	4440	N	....GMS
Matthew 10:24	1	Οὐκ	οὐ	37560	D	.......
Matthew 10:24	2	ἔστιν	εἰμί	15100	V	IPA3..S
Matthew 10:24	3	μαθητὴς	μαθητής	31010	N	....NMS
Matthew 10:24	4	ὑπὲρ	ὑπέρ	52280	P	.......
Matthew 10:24	5	τὸν	ὁ	35880	E	....AMS
Matthew 10:24	6	διδάσκαλον,	διδάσκαλος	13200	N	....AMS
Matthew 10:24	7	οὐδὲ	οὐδέ	37610	C	.......
Matthew 10:24	8	δοῦλος	δοῦλος	14010	N	....NMS
Matthew 10:24	9	ὑπὲρ	ὑπέρ	52280	P	.......
Matthew 10:24	10	τὸν	ὁ	35880	E	....AMS
Matthew 10:24	11	κύριον	κύριος	29620	N	....AMS
Matthew 10:24	12	αὐτοῦ.	αὐτός	8460	R	...3GMS
Matthew 10:25	1	Ἀρκετὸν	ἀρκετός	7130	S	....NNS
Matthew 10:25	2	τῷ	ὁ	35880	E	....DMS
Matthew 10:25	3	μαθητῇ	μαθητής	31010	N	....DMS
Matthew 10:25	4	ἵνα	ἵνα	24430	C	.......
Matthew 10:25	5	γένηται	γίνομαι	10960	V	SAM3..S
Matthew 10:25	6	ὡς	ὡς	56130	C	.......
Matthew 10:25	7	ὁ	ὁ	35880	E	....NMS
Matthew 10:25	8	διδάσκαλος	διδάσκαλος	13200	N	....NMS
Matthew 10:25	9	αὐτοῦ,	αὐτός	8460	R	...3GMS
Matthew 10:25	10	καὶ	καί	25320	C	.......
