reference	n	word	normalized	lemma	strongs	morphology	tvm_code
Mark 2:13	3	πάλιν	πάλιν	πάλιν	G3825	ADV	
Mark 2:13	4	παρὰ	παρά	παρά	G3844	PREP	
Mark 2:13	5	τὴν	τήν	ὁ	G3588	T-ASF	
Mark 2:13	6	θάλασσαν·	θάλασσαν	θάλασσα	G2281	N-ASF	
Mark 2:13	7	καὶ	καί	καί	G2532	CONJ	
Mark 2:13	8	πᾶς	πᾶς	πᾶς	G3956	A-NSM	
Mark 2:13	9	ὁ	ὁ	ὁ	G3588	T-NSM	
Mark 2:13	10	ὄχλος	ὄχλος	ὄχλος	G3793	N-NSM	
Mark 2:13	11	ἤρχετο	ἤρχετο	ἔρχομαι	G2064	V-INI-3S	5711
Mark 2:13	12	πρὸς	πρός	πρός	G4314	PREP	
Mark 2:13	13	αὐτόν,	αὐτόν	αὐτός	G0846	P-ASM	
Mark 2:13	14	καὶ	καί	καί	G2532	CONJ	
Mark 2:13	15	ἐδίδασκεν	ἐδίδασκεν	διδάσκω	G1321	V-IAI-3S	5707
Mark 2:13	16	αὐτούς.	αὐτούς	αὐτός	G0846	P-APM	
Mark 2:14	1	καὶ	καί	καί	G2532	CONJ	
Mark 2:14	2	παράγων	παράγων	παράγω	G3855	V-PAP-NSM	5723
Mark 2:14	3	εἶδεν	εἶδεν	ὁράω	G3708	V-2AAI-3S	5627
Mark 2:14	4	Λευεὶν	Λευείν	Λευί	G3018	N-ASM	
Mark 2:14	5	τὸν	τόν	ὁ	G3588	T-ASM	
Mark 2:14	6	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Mark 2:14	7	Ἀλφαίου	Ἀλφαίου	Ἁλφαῖος	G0256	N-GSM	
Mark 2:14	8	καθήμενον	καθήμενον	κάθημαι	G2521	V-PNP-ASM	5740
Mark 2:14	9	ἐπὶ	ἐπί	ἐπί	G1909	PREP	
Mark 2:14	10	τὸ	τό	ὁ	G3588	T-ASN	
Mark 2:14	11	τελώνιον,	τελώνιον	τελώνιον	G5058	N-ASN	
Mark 2:14	12	καὶ	καί	καί	G2532	CONJ	
Mark 2:14	13	λέγει	λέγει	λέγω	G3004	V-PAI-3S	5719
Mark 2:14	14	αὐτῷ	αὐτῷ	αὐτός	G0846	P-DSM	
Mark 2:14	15	Ἀκολούθει	Ἀκολούθει	ἀκολουθέω	G0190	V-PAM-2S	5720
Mark 2:14	16	μοι.	μοι	ἐγώ	G1473	P-1DS	
Mark 2:14	17	καὶ	καί	καί	G2532	CONJ	
Mark 2:14	18	ἀναστὰς	ἀναστάς	ἀνίστημι	G0450	V-2AAP-NSM	5631
Mark 2:14	19	ἠκολούθησεν	ἠκολούθησεν	ἀκολουθέω	G0190	V-AAI-3S	5656
Mark 2:14	20	αὐτῷ.	αὐτῷ	αὐτός	G0846	P-DSM	
Mark 2:15	1	Καὶ	Καί	καί	G2532	CONJ	
Mark 2:15	2	γίνεται	γίνεται	γίνομαι	G1096	V-PNI-3S	5736
Mark 2:15	3	κατακεῖσθαι	κατακεῖσθαι	κατάκειμαι	G2621	V-PNN	5738
Mark 2:15	4	αὐτὸν	αὐτόν	αὐτός	G0846	P-ASM	
Mark 2:15	5	ἐν	ἐν	ἐν	G1722	PREP	
Mark 2:15	6	τῇ	τῇ	ὁ	G3588	T-DSF	
Mark 2:15	7	οἰκίᾳ	οἰκίᾳ	οἰκία	G3614	N-DSF	
Mark 2:15	8	αὐτοῦ,	αὐτοῦ	αὐτός	G0846	P-GSM	
Mark 2:15	9	καὶ	καί	καί	G2532	CONJ	
Mark 2:15	10	πολλοὶ	πολλοί	πολύς	G4183	A-NPM	
Mark 2:15	11	τελῶναι	τελῶναι	τελώνης	G5057	N-NPM	
Mark 2:15	12	καὶ	καί	καί	G2532	CONJ	
Mark 2:15	13	ἁμαρτωλοὶ	ἁμαρτωλοί	ἁμαρτωλός	G0268	A-NPM	
Mark 2:15	14	συνανέκειντο	συνανέκειντο	συνανάκειμαι	G4873	V-INI-3P	5711
Mark 2:15	15	τῷ	τῷ	ὁ	G3588	T-DSM	
Mark 2:15	16	Ἰησοῦ	Ἰησοῦ	Ἰησοῦς	G2424	N-DSM	
Mark 2:15	17	καὶ	καί	καί	G2532	CONJ	
Mark 2:15	18	τοῖς	τοῖς	ὁ	G3588	T-DPM	
Mark 2:15	19	μαθηταῖς	μαθηταῖς	μαθητής	G3101	N-DPM	
Mark 2:15	20	αὐτοῦ,	αὐτοῦ	αὐτός	G0846	P-GSM	
Mark 2:15	21	ἦσαν	ἦσαν	εἰμί	G1510	V-IAI-3P	5707
Mark 2:15	22	γὰρ	γάρ	γάρ	G1063	CONJ	
Mark 2:15	23	πολλοὶ	πολλοί	πολύς	G4183	A-NPM	
Mark 2:15	24	καὶ	καί	καί	G2532	CONJ	
Mark 2:15	25	ἠκολούθουν	ἠκολούθουν	ἀκολουθέω	G0190	V-IAI-3P	5707
Mark 2:15	26	αὐτῷ.	αὐτῷ	αὐτός	G0846	P-DSM	
Mark 2:16	1	καὶ	καί	καί	G2532	CONJ	
Mark 2:16	2	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:16	3	γραμματεῖς	γραμματεῖς	γραμματεύς	G1122	N-NPM	
Mark 2:16	4	τῶν	τῶν	ὁ	G3588	T-GPM	
Mark 2:16	5	Φαρισαίων	Φαρισαίων	Φαρισαῖος	G5330	N-GPM	
Mark 2:16	6	ἰδόντες	ἰδόντες	ὁράω	G3708	V-2AAP-NPM	5631
Mark 2:16	7	ὅτι	ὅτι	ὅτι	G3754	CONJ	
Mark 2:16	8	ἐσθίει	ἐσθίει	ἐσθίω	G2068	V-PAI-3S	5719
Mark 2:16	9	μετὰ	μετά	μετά	G3326	PREP	
Mark 2:16	10	τῶν	τῶν	ὁ	G3588	T-GPM	
Mark 2:16	11	ἁμαρτωλῶν	ἁμαρτωλῶν	ἁμαρτωλός	G0268	A-GPM	
Mark 2:16	12	καὶ	καί	καί	G2532	CONJ	
Mark 2:16	13	τελωνῶν,	τελωνῶν	τελώνης	G5057	N-GPM	
Mark 2:16	14	ἔλεγον	ἔλεγον	λέγω	G3004	V-IAI-3P	5707
Mark 2:16	15	τοῖς	τοῖς	ὁ	G3588	T-DPM	
Mark 2:16	16	μαθηταῖς	μαθηταῖς	μαθητής	G3101	N-DPM	
Mark 2:16	17	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Mark 2:16	18	Ὅτι	Ὅτι	ὅτι	G3754	CONJ	
Mark 2:16	19	μετὰ	μετά	μετά	G3326	PREP	
Mark 2:16	20	τῶν	τῶν	ὁ	G3588	T-GPM	
Mark 2:16	21	τελωνῶν	τελωνῶν	τελώνης	G5057	N-GPM	
Mark 2:16	22	καὶ	καί	καί	G2532	CONJ	
Mark 2:16	23	ἁμαρτωλῶν	ἁμαρτωλῶν	ἁμαρτωλός	G0268	A-GPM	
Mark 2:16	24	ἐσθίει;	ἐσθίει	ἐσθίω	G2068	V-PAI-3S	5719
Mark 2:17	1	καὶ	καί	καί	G2532	CONJ	
Mark 2:17	2	ἀκούσας	ἀκούσας	ἀκούω	G0191	V-AAP-NSM	5660
Mark 2:17	3	ὁ	ὁ	ὁ	G3588	T-NSM	
Mark 2:17	4	Ἰησοῦς	Ἰησοῦς	Ἰησοῦς	G2424	N-NSM	
Mark 2:17	5	λέγει	λέγει	λέγω	G3004	V-PAI-3S	5719
Mark 2:17	6	αὐτοῖς	αὐτοῖς	αὐτός	G0846	P-DPM	
Mark 2:17	7	Οὐ	Οὐ	οὐ	G3756	PRT-N	
Mark 2:17	8	χρείαν	χρείαν	χρεία	G5532	N-ASF	
Mark 2:17	9	ἔχουσιν	ἔχουσιν	ἔχω	G2192	V-PAI-3P	5719
Mark 2:17	10	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:17	11	ἰσχύοντες	ἰσχύοντες	ἰσχύω	G2480	V-PAP-NPM	5723
Mark 2:17	12	ἰατροῦ	ἰατροῦ	ἰατρός	G2395	N-GSM	
Mark 2:17	13	ἀλλ’	ἀλλ’	ἀλλά	G0235	CONJ	
Mark 2:17	14	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:17	15	κακῶς	κακῶς	κακῶς	G2560	ADV	
Mark 2:17	16	ἔχοντες·	ἔχοντες	ἔχω	G2192	V-PAP-NPM	5723
Mark 2:17	17	οὐκ	οὐκ	οὐ	G3756	PRT-N	
Mark 2:17	18	ἦλθον	ἦλθον	ἔρχομαι	G2064	V-2AAI-1S	5627
Mark 2:17	19	καλέσαι	καλέσαι	καλέω	G2564	V-AAN	5658
Mark 2:17	20	δικαίους	δικαίους	δίκαιος	G1342	A-APM	
Mark 2:17	21	ἀλλὰ	ἀλλά	ἀλλά	G0235	CONJ	
Mark 2:17	22	ἁμαρτωλούς.	ἁμαρτωλούς	ἁμαρτωλός	G0268	A-APM	
Mark 2:18	1	Καὶ	Καί	καί	G2532	CONJ	
Mark 2:18	2	ἦσαν	ἦσαν	εἰμί	G1510	V-IAI-3P	5707
Mark 2:18	3	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:18	4	μαθηταὶ	μαθηταί	μαθητής	G3101	N-NPM	
Mark 2:18	5	Ἰωάνου	Ἰωάνου	Ἰωάννης	G2491	N-GSM	
Mark 2:18	6	καὶ	καί	καί	G2532	CONJ	
Mark 2:18	7	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:18	8	Φαρισαῖοι	Φαρισαῖοι	Φαρισαῖος	G5330	N-NPM	
Mark 2:18	9	νηστεύοντες.	νηστεύοντες	νηστεύω	G3522	V-PAP-NPM	5723
Mark 2:18	10	καὶ	καί	καί	G2532	CONJ	
Mark 2:18	11	ἔρχονται	ἔρχονται	ἔρχομαι	G2064	V-PNI-3P	5736
Mark 2:18	12	καὶ	καί	καί	G2532	CONJ	
Mark 2:18	13	λέγουσιν	λέγουσιν	λέγω	G3004	V-PAI-3P	5719
Mark 2:18	14	αὐτῷ	αὐτῷ	αὐτός	G0846	P-DSM	
Mark 2:18	15	Διὰ	Διά	διά	G1223	PREP	
Mark 2:18	16	τί	τί	τίς	G5101	I-ASN	
Mark 2:18	17	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:18	18	μαθηταὶ	μαθηταί	μαθητής	G3101	N-NPM	
Mark 2:18	19	Ἰωάνου	Ἰωάνου	Ἰωάννης	G2491	N-GSM	
Mark 2:18	20	καὶ	καί	καί	G2532	CONJ	
Mark 2:18	21	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:18	22	μαθηταὶ	μαθηταί	μαθητής	G3101	N-NPM	
Mark 2:18	23	τῶν	τῶν	ὁ	G3588	T-GPM	
Mark 2:18	24	Φαρισαίων	Φαρισαίων	Φαρισαῖος	G5330	N-GPM	
Mark 2:18	25	νηστεύουσιν,	νηστεύουσιν	νηστεύω	G3522	V-PAI-3P	5719
Mark 2:18	26	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:18	27	δὲ	δέ	δέ	G1161	CONJ	
Mark 2:18	28	σοὶ	σοί	σός	G4674	S-2SNPM	
Mark 2:18	29	μαθηταὶ	μαθηταί	μαθητής	G3101	N-NPM	
Mark 2:18	30	οὐ	οὐ	οὐ	G3756	PRT-N	
Mark 2:18	31	νηστεύουσιν;	νηστεύουσιν	νηστεύω	G3522	V-PAI-3P	5719
Mark 2:19	1	καὶ	καί	καί	G2532	CONJ	
Mark 2:19	2	εἶπεν	εἶπεν	λέγω	G3004	V-2AAI-3S	5627
Mark 2:19	3	αὐτοῖς	αὐτοῖς	αὐτός	G0846	P-DPM	
Mark 2:19	4	ὁ	ὁ	ὁ	G3588	T-NSM	
Mark 2:19	5	Ἰησοῦς	Ἰησοῦς	Ἰησοῦς	G2424	N-NSM	
Mark 2:19	6	Μὴ	Μή	μή	G3361	PRT-N	
Mark 2:19	7	δύνανται	δύνανται	δύναμαι	G1410	V-PNI-3P	5736
Mark 2:19	8	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:19	9	υἱοὶ	υἱοί	υἱός	G5207	N-NPM	
Mark 2:19	10	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Mark 2:19	11	νυμφῶνος	νυμφῶνος	νυμφών	G3567	N-GSM	
Mark 2:19	12	ἐν	ἐν	ἐν	G1722	PREP	
Mark 2:19	13	ᾧ	ᾧ	ὅς	G3739	R-DSM	
Mark 2:19	14	ὁ	ὁ	ὁ	G3588	T-NSM	
Mark 2:19	15	νυμφίος	νυμφίος	νυμφίος	G3566	N-NSM	
Mark 2:19	16	μετ’	μετ’	μετά	G3326	PREP	
Mark 2:19	17	αὐτῶν	αὐτῶν	αὐτός	G0846	P-GPM	
Mark 2:19	18	ἐστιν	ἐστιν	εἰμί	G1510	V-PAI-3S	
Mark 2:19	19	νηστεύειν;	νηστεύειν	νηστεύω	G3522	V-PAN	5721
Mark 2:19	20	ὅσον	ὅσον	ὅσος	G3745	K-ASM	
Mark 2:19	21	χρόνον	χρόνον	χρόνος	G5550	N-ASM	
Mark 2:19	22	ἔχουσιν	ἔχουσιν	ἔχω	G2192	V-PAI-3P	5719
Mark 2:19	23	τὸν	τόν	ὁ	G3588	T-ASM	
Mark 2:19	24	νυμφίον	νυμφίον	νυμφίος	G3566	N-ASM	
Mark 2:19	25	μετ’	μετ’	μετά	G3326	PREP	
Mark 2:19	26	αὐτῶν,	αὐτῶν	αὐτός	G0846	P-GPM	
Mark 2:19	27	οὐ	οὐ	οὐ	G3756	PRT-N	
Mark 2:19	28	δύνανται	δύνανται	δύναμαι	G1410	V-PNI-3P	5736
Mark 2:19	29	νηστεύειν.	νηστεύειν	νηστεύω	G3522	V-PAN	5721
Mark 2:20	1	ἐλεύσονται	ἐλεύσονται	ἔρχομαι	G2064	V-FDI-3P	5695
Mark 2:20	2	δὲ	δέ	δέ	G1161	CONJ	
Mark 2:20	3	ἡμέραι	ἡμέραι	ἡμέρα	G2250	N-NPF	
Mark 2:20	4	ὅταν	ὅταν	ὅταν	G3752	CONJ	
Mark 2:20	5	ἀπαρθῇ	ἀπαρθῇ	ἀπαίρω	G0522	V-APS-3S	5686
Mark 2:20	6	ἀπ’	ἀπ’	ἀπό	G0575	PREP	
Mark 2:20	7	αὐτῶν	αὐτῶν	αὐτός	G0846	P-GPM	
Mark 2:20	8	ὁ	ὁ	ὁ	G3588	T-NSM	
Mark 2:20	9	νυμφίος,	νυμφίος	νυμφίος	G3566	N-NSM	
Mark 2:20	10	καὶ	καί	καί	G2532	CONJ	
Mark 2:20	11	τότε	τότε	τότε	G5119	ADV	
Mark 2:20	12	νηστεύσουσιν	νηστεύσουσιν	νηστεύω	G3522	V-FAI-3P	5692
Mark 2:20	13	ἐν	ἐν	ἐν	G1722	PREP	
Mark 2:20	14	ἐκείνῃ	ἐκείνῃ	ἐκεῖνος	G1565	D-DSF	
Mark 2:20	15	τῇ	τῇ	ὁ	G3588	T-DSF	
Mark 2:20	16	ἡμέρᾳ.	ἡμέρᾳ	ἡμέρα	G2250	N-DSF	
Mark 2:21	1	Οὐδεὶς	Οὐδείς	οὐδείς	G3762	A-NSM-N	
Mark 2:21	2	ἐπίβλημα	ἐπίβλημα	ἐπίβλημα	G1915	N-ASN	
Mark 2:21	3	ῥάκους	ῥάκους	ῥάκος	G4470	N-GSN	
Mark 2:21	4	ἀγνάφου	ἀγνάφου	ἄγναφος	G0046	A-GSN	
Mark 2:21	5	ἐπιράπτει	ἐπιράπτει	ἐπιράπτω	G1976	V-PAI-3S	5719
Mark 2:21	6	ἐπὶ	ἐπί	ἐπί	G1909	PREP	
Mark 2:21	7	ἱμάτιον	ἱμάτιον	ἱμάτιον	G2440	N-ASN	
Mark 2:21	8	παλαιόν·	παλαιόν	παλαιός	G3820	A-ASN	
Mark 2:21	9	εἰ	εἰ	εἰ	G1487	COND	
Mark 2:21	10	δὲ	δέ	δέ	G1161	CONJ	
Mark 2:21	11	μή,	μή	μή	G3361	PRT-N	
Mark 2:21	12	αἴρει	αἴρει	αἴρω	G0142	V-PAI-3S	5719
Mark 2:21	13	τὸ	τό	ὁ	G3588	T-ASN	
Mark 2:21	14	πλήρωμα	πλήρωμα	πλήρωμα	G4138	N-ASN	
Mark 2:21	15	ἀπ’	ἀπ’	ἀπό	G0575	PREP	
Mark 2:21	16	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSN	
Mark 2:21	17	τὸ	τό	ὁ	G3588	T-NSN	
Mark 2:21	18	καινὸν	καινόν	καινός	G2537	A-NSN	
Mark 2:21	19	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Mark 2:21	20	παλαιοῦ,	παλαιοῦ	παλαιός	G3820	A-GSN	
Mark 2:21	21	καὶ	καί	καί	G2532	CONJ	
Mark 2:21	22	χεῖρον	χεῖρον	χείρων	G5501	A-NSN	
Mark 2:21	23	σχίσμα	σχίσμα	σχίσμα	G4978	N-NSN	
Mark 2:21	24	γίνεται.	γίνεται	γίνομαι	G1096	V-PNI-3S	5736
Mark 2:22	1	καὶ	καί	καί	G2532	CONJ	
Mark 2:22	2	οὐδεὶς	οὐδείς	οὐδείς	G3762	A-NSM-N	
Mark 2:22	3	βάλλει	βάλλει	βάλλω	G0906	V-PAI-3S	5719
Mark 2:22	4	οἶνον	οἶνον	οἶνος	G3631	N-ASM	
Mark 2:22	5	νέον	νέον	νέος	G3501	A-ASM	
Mark 2:22	6	εἰς	εἰς	εἰς	G1519	PREP	
Mark 2:22	7	ἀσκοὺς	ἀσκούς	ἀσκός	G0779	N-APM	
Mark 2:22	8	παλαιούς·	παλαιούς	παλαιός	G3820	A-APM	
Mark 2:22	9	εἰ	εἰ	εἰ	G1487	COND	
Mark 2:22	10	δὲ	δέ	δέ	G1161	CONJ	
Mark 2:22	11	μή,	μή	μή	G3361	PRT-N	
Mark 2:22	12	ῥήξει	ῥήξει	ῥήγνυμι	G4486	V-FAI-3S	5692
Mark 2:22	13	ὁ	ὁ	ὁ	G3588	T-NSM	
Mark 2:22	14	οἶνος	οἶνος	οἶνος	G3631	N-NSM	
Mark 2:22	15	τοὺς	τούς	ὁ	G3588	T-APM	
Mark 2:22	16	ἀσκούς,	ἀσκούς	ἀσκός	G0779	N-APM	
Mark 2:22	17	καὶ	καί	καί	G2532	CONJ	
Mark 2:22	18	ὁ	ὁ	ὁ	G3588	T-NSM	
Mark 2:22	19	οἶνος	οἶνος	οἶνος	G3631	N-NSM	
Mark 2:22	20	ἀπόλλυται	ἀπόλλυται	ἀπόλλυμι	G0622	V-PPI-3S	5743
Mark 2:22	21	καὶ	καί	καί	G2532	CONJ	
Mark 2:22	22	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:22	23	ἀσκοί.	ἀσκοί	ἀσκός	G0779	N-NPM	
Mark 2:22	24	ἀλλὰ	ἀλλά	ἀλλά	G0235	CONJ	
Mark 2:22	25	οἶνον	οἶνον	οἶνος	G3631	N-ASM	
Mark 2:22	26	νέον	νέον	νέος	G3501	A-ASM	
Mark 2:22	27	εἰς	εἰς	εἰς	G1519	PREP	
Mark 2:22	28	ἀσκοὺς	ἀσκούς	ἀσκός	G0779	N-APM	
Mark 2:22	29	καινούς.	καινούς	καινός	G2537	A-APM	
Mark 2:23	1	Καὶ	Καί	καί	G2532	CONJ	
Mark 2:23	2	ἐγένετο	ἐγένετο	γίνομαι	G1096	V-2ADI-3S	5633
Mark 2:23	3	αὐτὸν	αὐτόν	αὐτός	G0846	P-ASM	
Mark 2:23	4	ἐν	ἐν	ἐν	G1722	PREP	
Mark 2:23	5	τοῖς	τοῖς	ὁ	G3588	T-DPN	
Mark 2:23	6	σάββασιν	σάββασιν	σάββατον	G4521	N-DPN	
Mark 2:23	7	παραπορεύεσθαι	παραπορεύεσθαι	παραπορεύομαι	G3899	V-PNN	
Mark 2:23	8	διὰ	διά	διά	G1223	PREP	
Mark 2:23	9	τῶν	τῶν	ὁ	G3588	T-GPN	
Mark 2:23	10	σπορίμων,	σπορίμων	σπόριμος	G4702	A-GPN	
Mark 2:23	11	καὶ	καί	καί	G2532	CONJ	
Mark 2:23	12	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:23	13	μαθηταὶ	μαθηταί	μαθητής	G3101	N-NPM	
Mark 2:23	14	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Mark 2:23	15	ἤρξαντο	ἤρξαντο	ἄρχω	G0756	V-AMI-3P	5668
Mark 2:23	16	ὁδὸν	ὁδόν	ὁδός	G3598	N-ASF	
Mark 2:23	17	ποιεῖν	ποιεῖν	ποιέω	G4160	V-PAN	5721
Mark 2:23	18	τίλλοντες	τίλλοντες	τίλλω	G5089	V-PAP-NPM	5723
Mark 2:23	19	τοὺς	τούς	ὁ	G3588	T-APM	
Mark 2:23	20	στάχυας.	στάχυας	στάχυς	G4719	N-APM	
Mark 2:24	1	καὶ	καί	καί	G2532	CONJ	
Mark 2:24	2	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:24	3	Φαρισαῖοι	Φαρισαῖοι	Φαρισαῖος	G5330	N-NPM	
Mark 2:24	4	ἔλεγον	ἔλεγον	λέγω	G3004	V-IAI-3P	5707
Mark 2:24	5	αὐτῷ	αὐτῷ	αὐτός	G0846	P-DSM	
Mark 2:24	6	Ἴδε	Ἴδε	ὁράω	G3708	V-2AAM-2S	5628
Mark 2:24	7	τί	τί	τίς	G5101	I-ASN	
Mark 2:24	8	ποιοῦσιν	ποιοῦσιν	ποιέω	G4160	V-PAI-3P	5719
Mark 2:24	9	τοῖς	τοῖς	ὁ	G3588	T-DPN	
Mark 2:24	10	σάββασιν	σάββασιν	σάββατον	G4521	N-DPN	
Mark 2:24	11	ὃ	ὅ	ὅς	G3739	R-NSN	
Mark 2:24	12	οὐκ	οὐκ	οὐ	G3756	PRT-N	
Mark 2:24	13	ἔξεστιν;	ἔξεστιν	ἔξεστι(ν)	G1832	V-PAI-3S	5719
Mark 2:25	1	καὶ	καί	καί	G2532	CONJ	
Mark 2:25	2	λέγει	λέγει	λέγω	G3004	V-PAI-3S	5719
Mark 2:25	3	αὐτοῖς·	αὐτοῖς	αὐτός	G0846	P-DPM	
Mark 2:25	4	Οὐδέποτε	Οὐδέποτε	οὐδέποτε	G3763	ADV-N	
Mark 2:25	5	ἀνέγνωτε	ἀνέγνωτε	ἀναγινώσκω	G0314	V-2AAI-2P	5627
Mark 2:25	6	τί	τί	τίς	G5101	I-ASN	
Mark 2:25	7	ἐποίησεν	ἐποίησεν	ποιέω	G4160	V-AAI-3S	5656
Mark 2:25	8	Δαυείδ,	Δαυείδ	Δαυίδ	G1138	N-PRI	
Mark 2:25	9	ὅτε	ὅτε	ὅτε	G3753	ADV	
Mark 2:25	10	χρείαν	χρείαν	χρεία	G5532	N-ASF	
Mark 2:25	11	ἔσχεν	ἔσχεν	ἔχω	G2192	V-2AAI-3S	5627
Mark 2:25	12	καὶ	καί	καί	G2532	CONJ	
Mark 2:25	13	ἐπείνασεν	ἐπείνασεν	πεινάω	G3983	V-AAI-3S	5656
Mark 2:25	14	αὐτὸς	αὐτός	αὐτός	G0846	P-NSM	
Mark 2:25	15	καὶ	καί	καί	G2532	CONJ	
Mark 2:25	16	οἱ	οἱ	ὁ	G3588	T-NPM	
Mark 2:25	17	μετ’	μετ’	μετά	G3326	PREP	
Mark 2:25	18	αὐτοῦ;	αὐτοῦ	αὐτός	G0846	P-GSM	
Mark 2:26	1	πῶς	πῶς	πῶς	G4459	ADV	
Mark 2:26	2	εἰσῆλθεν	εἰσῆλθεν	εἰσέρχομαι	G1525	V-2AAI-3S	5627
Mark 2:26	3	εἰς	εἰς	εἰς	G1519	PREP	
Mark 2:26	4	τὸν	τόν	ὁ	G3588	T-ASM	
Mark 2:26	5	οἶκον	οἶκον	οἶκος	G3624	N-ASM	
Mark 2:26	6	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Mark 2:26	7	Θεοῦ	Θεοῦ	θεός	G2316	N-GSM	
Mark 2:26	8	ἐπὶ	ἐπί	ἐπί	G1909	PREP	
Mark 2:26	9	Ἀβιαθὰρ	Ἀβιαθάρ	Ἀβιαθάρ	G0008	N-PRI	
Mark 2:26	10	ἀρχιερέως	ἀρχιερέως	ἀρχιερεύς	G0749	N-GSM	
Mark 2:26	11	καὶ	καί	καί	G2532	CONJ	
Mark 2:26	12	τοὺς	τούς	ὁ	G3588	T-APM	
Mark 2:26	13	ἄρτους	ἄρτους	ἄρτος	G0740	N-APM	
Mark 2:26	14	τῆς	τῆς	ὁ	G3588	T-GSF	
Mark 2:26	15	προθέσεως	προθέσεως	πρόθεσις	G4286	N-GSF	
Mark 2:26	16	ἔφαγεν,	ἔφαγεν	ἐσθίω	G5315	V-2AAI-3S	5627
Mark 2:26	17	οὓς	οὕς	ὅς	G3739	R-APM	
Mark 2:26	18	οὐκ	οὐκ	οὐ	G3756	PRT-N	
Mark 2:26	19	ἔξεστιν	ἔξεστιν	ἔξεστι(ν)	G1832	V-PAI-3S	5719
Mark 2:26	20	φαγεῖν	φαγεῖν	ἐσθίω	G5315	V-2AAN	5629
Mark 2:26	21	εἰ	εἰ	εἰ	G1487	COND	
Mark 2:26	22	μὴ	μή	μή	G3361	PRT-N	
Mark 2:26	23	τοὺς	τούς	ὁ	G3588	T-APM	
Mark 2:26	24	ἱερεῖς,	ἱερεῖς	ἱερεύς	G2409	N-APM	
Mark 2:26	25	καὶ	καί	καί	G2532	CONJ	
Mark 2:26	26	ἔδωκεν	ἔδωκεν	δίδωμι	G1325	V-AAI-3S	5656
Mark 2:26	27	καὶ	καί	καί	G2532	CONJ	
Mark 2:26	28	τοῖς	τοῖς	ὁ	G3588	T-DPM	
Mark 2:26	29	σὺν	σύν	σύν	G4862	PREP	
Mark 2:26	30	αὐτῷ	αὐτῷ	αὐτός	G0846	P-DSM	
Mark 2:26	31	οὖσιν;	οὖσιν	εἰμί	G1510	V-PAP-DPM	5723
Mark 2:27	1	καὶ	καί	καί	G2532	CONJ	
Mark 2:27	2	ἔλεγεν	ἔλεγεν	λέγω	G3004	V-IAI-3S	5707
Mark 2:27	3	αὐτοῖς	αὐτοῖς	αὐτός	G0846	P-DPM	
Mark 2:27	4	Τὸ	Τό	ὁ	G3588	T-NSN	
Mark 2:27	5	σάββατον	σάββατον	σάββατον	G4521	N-NSN	
Mark 2:27	6	διὰ	διά	διά	G1223	PREP	
Mark 2:27	7	τὸν	τόν	ὁ	G3588	T-ASM	
Mark 2:27	8	ἄνθρωπον	ἄνθρωπον	ἄνθρωπος	G0444	N-ASM	
Mark 2:27	9	ἐγένετο,	ἐγένετο	γίνομαι	G1096	V-2ADI-3S	5633
Mark 2:27	10	καὶ	καί	καί	G2532	CONJ	
Mark 2:27	11	οὐχ	οὐχ	οὐ	G3756	PRT-N	
Mark 2:27	12	ὁ	ὁ	ὁ	G3588	T-NSM	
Mark 2:27	13	ἄνθρωπος	ἄνθρωπος	ἄνθρωπος	G0444	N-NSM	
Mark 2:27	14	διὰ	διά	διά	G1223	PREP	
Mark 2:27	15	τὸ	τό	ὁ	G3588	T-ASN	
Mark 2:27	16	σάββατον·	σάββατον	σάββατον	G4521	N-ASN	
Mark 2:28	1	ὥστε	ὥστε	ὥστε	G5620	CONJ	
Mark 2:28	2	κύριός	κύριος	κύριος	G2962	N-NSM	
Mark 2:28	3	ἐστιν	ἐστιν	εἰμί	G1510	V-PAI-3S	5719
Mark 2:28	4	ὁ	ὁ	ὁ	G3588	T-NSM	
Mark 2:28	5	Υἱὸς	Υἱός	υἱός	G5207	N-NSM	
Mark 2:28	6	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Mark 2:28	7	ἀνθρώπου	ἀνθρώπου	ἄνθρωπος	G0444	N-GSM	
