reference	n	word	normalized	lemma	strongs	morphology	tvm_code
Ephesians 2:16	4	ἀμφοτέρους	ἀμφοτέρους	ἀμφότεροι	G0297	A-APM	
Ephesians 2:16	5	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 2:16	6	ἑνὶ	ἑνί	εἷς	G1520	A-DSN	
Ephesians 2:16	7	σώματι	σώματι	σῶμα	G4983	N-DSN	
Ephesians 2:16	8	τῷ	τῷ	ὁ	G3588	T-DSM	
Ephesians 2:16	9	Θεῷ	Θεῷ	θεός	G2316	N-DSM	
Ephesians 2:16	10	διὰ	διά	διά	G1223	PREP	
Ephesians 2:16	11	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Ephesians 2:16	12	σταυροῦ,	σταυροῦ	σταυρός	G4716	N-GSM	
Ephesians 2:16	13	ἀποκτείνας	ἀποκτείνας	ἀποκτείνω	G0615	V-AAP-NSM	5660
Ephesians 2:16	14	τὴν	τήν	ὁ	G3588	T-ASF	
Ephesians 2:16	15	ἔχθραν	ἔχθραν	ἔχθρα	G2189	N-ASF	
Ephesians 2:16	16	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 2:16	17	αὐτῷ·	αὐτῷ	αὐτός	G0846	P-DSM	
Ephesians 2:17	1	καὶ	καί	καί	G2532	CONJ	
Ephesians 2:17	2	ἐλθὼν	ἐλθών	ἔρχομαι	G2064	V-2AAP-NSM	5631
Ephesians 2:17	3	εὐηγγελίσατο	εὐηγγελίσατο	εὐαγγελίζω	G2097	V-AMI-3S	5668
Ephesians 2:17	4	εἰρήνην	εἰρήνην	εἰρήνη	G1515	N-ASF	
Ephesians 2:17	5	ὑμῖν	ὑμῖν	σύ	G4771	P-2DP	
Ephesians 2:17	6	τοῖς	τοῖς	ὁ	G3588	T-DPM	
Ephesians 2:17	7	μακρὰν	μακράν	μακράν	G3112	ADV	
Ephesians 2:17	8	καὶ	καί	καί	G2532	CONJ	
Ephesians 2:17	9	εἰρήνην	εἰρήνην	εἰρήνη	G1515	N-ASF	
Ephesians 2:17	10	τοῖς	τοῖς	ὁ	G3588	T-DPM	
Ephesians 2:17	11	ἐγγύς·	ἐγγύς	ἐγγύς	G1451	ADV	
Ephesians 2:18	1	ὅτι	ὅτι	ὅτι	G3754	CONJ	
Ephesians 2:18	2	δι’	δι’	διά	G1223	PREP	
Ephesians 2:18	3	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Ephesians 2:18	4	ἔχομεν	ἔχομεν	ἔχω	G2192	V-PAI-1P	5719
Ephesians 2:18	5	τὴν	τήν	ὁ	G3588	T-ASF	
Ephesians 2:18	6	προσαγωγὴν	προσαγωγήν	προσαγωγή	G4318	N-ASF	
Ephesians 2:18	7	οἱ	οἱ	ὁ	G3588	T-NPM	
Ephesians 2:18	8	ἀμφότεροι	ἀμφότεροι	ἀμφότεροι	G0297	A-NPM	
Ephesians 2:18	9	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 2:18	10	ἑνὶ	ἑνί	εἷς	G1520	A-DSN	
Ephesians 2:18	11	Πνεύματι	Πνεύματι	πνεῦμα	G4151	N-DSN	
Ephesians 2:18	12	πρὸς	πρός	πρός	G4314	PREP	
Ephesians 2:18	13	τὸν	τόν	ὁ	G3588	T-ASM	
Ephesians 2:18	14	Πατέρα.	Πατέρα	πατήρ	G3962	N-ASM	
Ephesians 2:19	1	ἄρα	ἄρα	ἄρα	G0686	PRT	
Ephesians 2:19	2	οὖν	οὖν	οὖν	G3767	CONJ	
Ephesians 2:19	3	οὐκέτι	οὐκέτι	οὐκέτι	G3765	ADV-N	
Ephesians 2:19	4	ἐστὲ	ἐστέ	εἰμί	G1510	V-PAI-2P	5719
Ephesians 2:19	5	ξένοι	ξένοι	ξένος	G3581	A-NPM	
Ephesians 2:19	6	καὶ	καί	καί	G2532	CONJ	
Ephesians 2:19	7	πάροικοι,	πάροικοι	πάροικος	G3941	A-NPM	
Ephesians 2:19	8	ἀλλὰ	ἀλλά	ἀλλά	G0235	CONJ	
Ephesians 2:19	9	ἐστὲ	ἐστέ	εἰμί	G1510	V-PAI-2P	5719
Ephesians 2:19	10	συνπολῖται	συνπολῖται	συμπολίτης	G4847	N-NPM	
Ephesians 2:19	11	τῶν	τῶν	ὁ	G3588	T-GPM	
Ephesians 2:19	12	ἁγίων	ἁγίων	ἅγιος	G0040	A-GPM	
Ephesians 2:19	13	καὶ	καί	καί	G2532	CONJ	
Ephesians 2:19	14	οἰκεῖοι	οἰκεῖοι	οἰκεῖος	G3609	A-NPM	
Ephesians 2:19	15	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Ephesians 2:19	16	Θεοῦ,	Θεοῦ	θεός	G2316	N-GSM	
Ephesians 2:20	1	ἐποικοδομηθέντες	ἐποικοδομηθέντες	ἐποικοδομέω	G2026	V-APP-NPM	5685
Ephesians 2:20	2	ἐπὶ	ἐπί	ἐπί	G1909	PREP	
Ephesians 2:20	3	τῷ	τῷ	ὁ	G3588	T-DSM	
Ephesians 2:20	4	θεμελίῳ	θεμελίῳ	θεμέλιος	G2310	N-DSM	
Ephesians 2:20	5	τῶν	τῶν	ὁ	G3588	T-GPM	
Ephesians 2:20	6	ἀποστόλων	ἀποστόλων	ἀπόστολος	G0652	N-GPM	
Ephesians 2:20	7	καὶ	καί	καί	G2532	CONJ	
Ephesians 2:20	8	προφητῶν,	προφητῶν	προφήτης	G4396	N-GPM	
Ephesians 2:20	9	ὄντος	ὄντος	εἰμί	G1510	V-PAP-GSM	5723
Ephesians 2:20	10	ἀκρογωνιαίου	ἀκρογωνιαίου	ἀκρογωνιαῖος	G0204	A-GSM	
Ephesians 2:20	11	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Ephesians 2:20	12	Χριστοῦ	Χριστοῦ	Χριστός	G5547	N-GSM	
Ephesians 2:20	13	Ἰησοῦ,	Ἰησοῦ	Ἰησοῦς	G2424	N-GSM	
Ephesians 2:21	1	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 2:21	2	ᾧ	ᾧ	ὅς	G3739	R-DSM	
Ephesians 2:21	3	πᾶσα	πᾶσα	πᾶς	G3956	A-NSF	
Ephesians 2:21	4	οἰκοδομὴ	οἰκοδομή	οἰκοδομή	G3619	N-NSF	
Ephesians 2:21	5	συναρμολογουμένη	συναρμολογουμένη	συναρμολογέω	G4883	V-PPP-NSF	5746
Ephesians 2:21	6	αὔξει	αὔξει	αὐξάνω	G0837	V-PAI-3S	5719
Ephesians 2:21	7	εἰς	εἰς	εἰς	G1519	PREP	
Ephesians 2:21	8	ναὸν	ναόν	ναός	G3485	N-ASM	
Ephesians 2:21	9	ἅγιον	ἅγιον	ἅγιος	G0040	A-ASM	
Ephesians 2:21	10	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 2:21	11	Κυρίῳ,	Κυρίῳ	κύριος	G2962	N-DSM	
Ephesians 2:22	1	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 2:22	2	ᾧ	ᾧ	ὅς	G3739	R-DSM	
Ephesians 2:22	3	καὶ	καί	καί	G2532	CONJ	
Ephesians 2:22	4	ὑμεῖς	ὑμεῖς	σύ	G4771	P-2NP	
Ephesians 2:22	5	συνοικοδομεῖσθε	συνοικοδομεῖσθε	συνοικοδομέω	G4925	V-PPI-2P	5743
Ephesians 2:22	6	εἰς	εἰς	εἰς	G1519	PREP	
Ephesians 2:22	7	κατοικητήριον	κατοικητήριον	κατοικητήριον	G2732	N-ASN	
Ephesians 2:22	8	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Ephesians 2:22	9	Θεοῦ	Θεοῦ	θεός	G2316	N-GSM	
Ephesians 2:22	10	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 2:22	11	Πνεύματι.	Πνεύματι	πνεῦμα	G4151	N-DSN	
Ephesians 3:1	1	Τούτου	Τούτου	οὗτος	G3778	D-GSN	
Ephesians 3:1	2	χάριν	χάριν	χάριν	G5484	PREP	
Ephesians 3:1	3	ἐγὼ	ἐγώ	ἐγώ	G1473	P-1NS	
Ephesians 3:1	4	Παῦλος	Παῦλος	Παῦλος	G3972	N-NSM	
Ephesians 3:1	5	ὁ	ὁ	ὁ	G3588	T-NSM	
Ephesians 3:1	6	δέσμιος	δέσμιος	δέσμιος	G1198	N-NSM	
Ephesians 3:1	7	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Ephesians 3:1	8	Χριστοῦ	Χριστοῦ	Χριστός	G5547	N-GSM	
Ephesians 3:1	9	Ἰησοῦ	Ἰησοῦ	Ἰησοῦς	G2424	N-GSM	
Ephesians 3:1	10	ὑπὲρ	ὑπέρ	ὑπέρ	G5228	PREP	
Ephesians 3:1	11	ὑμῶν	ὑμῶν	σύ	G4771	P-2GP	
Ephesians 3:1	12	τῶν	τῶν	ὁ	G3588	T-GPN	
Ephesians 3:1	13	ἐθνῶν—	ἐθνῶν	ἔθνος	G1484	N-GPN	
Ephesians 3:2	1	εἴ	εἴ	εἰ	G1487	COND	
Ephesians 3:2	2	γε	γε	γέ	G1065	PRT	
Ephesians 3:2	3	ἠκούσατε	ἠκούσατε	ἀκούω	G0191	V-AAI-2P	5656
Ephesians 3:2	4	τὴν	τήν	ὁ	G3588	T-ASF	
Ephesians 3:2	5	οἰκονομίαν	οἰκονομίαν	οἰκονομία	G3622	N-ASF	
Ephesians 3:2	6	τῆς	τῆς	ὁ	G3588	T-GSF	
Ephesians 3:2	7	χάριτος	χάριτος	χάρις	G5485	N-GSF	
Ephesians 3:2	8	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Ephesians 3:2	9	Θεοῦ	Θεοῦ	θεός	G2316	N-GSM	
Ephesians 3:2	10	τῆς	τῆς	ὁ	G3588	T-GSF	
Ephesians 3:2	11	δοθείσης	δοθείσης	δίδωμι	G1325	V-APP-GSF	5685
Ephesians 3:2	12	μοι	μοι	ἐγώ	G1473	P-1DS	
Ephesians 3:2	13	εἰς	εἰς	εἰς	G1519	PREP	
Ephesians 3:2	14	ὑμᾶς,	ὑμᾶς	σύ	G4771	P-2AP	
Ephesians 3:3	1	ὅτι	ὅτι	ὅτι	G3754	CONJ	
Ephesians 3:3	2	κατὰ	κατά	κατά	G2596	PREP	
Ephesians 3:3	3	ἀποκάλυψιν	ἀποκάλυψιν	ἀποκάλυψις	G0602	N-ASF	
Ephesians 3:3	4	ἐγνωρίσθη	ἐγνωρίσθη	γνωρίζω	G1107	V-API-3S	5681
Ephesians 3:3	5	μοι	μοι	ἐγώ	G1473	P-1DS	
Ephesians 3:3	6	τὸ	τό	ὁ	G3588	T-NSN	
Ephesians 3:3	7	μυστήριον,	μυστήριον	μυστήριον	G3466	N-NSN	
Ephesians 3:3	8	καθὼς	καθώς	καθώς	G2531	ADV	
Ephesians 3:3	9	προέγραψα	προέγραψα	προγράφω	G4270	V-AAI-1S	5656
Ephesians 3:3	10	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:3	11	ὀλίγῳ,	ὀλίγῳ	ὀλίγος	G3641	A-DSN	
Ephesians 3:4	1	πρὸς	πρός	πρός	G4314	PREP	
Ephesians 3:4	2	ὃ	ὅ	ὅς	G3739	R-ASN	
Ephesians 3:4	3	δύνασθε	δύνασθε	δύναμαι	G1410	V-PNI-2P	5736
Ephesians 3:4	4	ἀναγινώσκοντες	ἀναγινώσκοντες	ἀναγινώσκω	G0314	V-PAP-NPM	5723
Ephesians 3:4	5	νοῆσαι	νοῆσαι	νοέω	G3539	V-AAN	5658
Ephesians 3:4	6	τὴν	τήν	ὁ	G3588	T-ASF	
Ephesians 3:4	7	σύνεσίν	σύνεσιν	σύνεσις	G4907	N-ASF	
Ephesians 3:4	8	μου	μου	ἐγώ	G1473	P-1GS	
Ephesians 3:4	9	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:4	10	τῷ	τῷ	ὁ	G3588	T-DSN	
Ephesians 3:4	11	μυστηρίῳ	μυστηρίῳ	μυστήριον	G3466	N-DSN	
Ephesians 3:4	12	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Ephesians 3:4	13	Χριστοῦ,	Χριστοῦ	Χριστός	G5547	N-GSM	
Ephesians 3:5	1	ὃ	ὅ	ὅς	G3739	R-NSN	
Ephesians 3:5	2	ἑτέραις	ἑτέραις	ἕτερος	G2087	A-DPF	
Ephesians 3:5	3	γενεαῖς	γενεαῖς	γενεά	G1074	N-DPF	
Ephesians 3:5	4	οὐκ	οὐκ	οὐ	G3756	PRT-N	
Ephesians 3:5	5	ἐγνωρίσθη	ἐγνωρίσθη	γνωρίζω	G1107	V-API-3S	5681
Ephesians 3:5	6	τοῖς	τοῖς	ὁ	G3588	T-DPM	
Ephesians 3:5	7	υἱοῖς	υἱοῖς	υἱός	G5207	N-DPM	
Ephesians 3:5	8	τῶν	τῶν	ὁ	G3588	T-GPM	
Ephesians 3:5	9	ἀνθρώπων	ἀνθρώπων	ἄνθρωπος	G0444	N-GPM	
Ephesians 3:5	10	ὡς	ὡς	ὡς	G5613	ADV	
Ephesians 3:5	11	νῦν	νῦν	νῦν	G3568	ADV	
Ephesians 3:5	12	ἀπεκαλύφθη	ἀπεκαλύφθη	ἀποκαλύπτω	G0601	V-API-3S	5681
Ephesians 3:5	13	τοῖς	τοῖς	ὁ	G3588	T-DPM	
Ephesians 3:5	14	ἁγίοις	ἁγίοις	ἅγιος	G0040	A-DPM	
Ephesians 3:5	15	ἀποστόλοις	ἀποστόλοις	ἀπόστολος	G0652	N-DPM	
Ephesians 3:5	16	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Ephesians 3:5	17	καὶ	καί	καί	G2532	CONJ	
Ephesians 3:5	18	προφήταις	προφήταις	προφήτης	G4396	N-DPM	
Ephesians 3:5	19	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:5	20	Πνεύματι,	Πνεύματι	πνεῦμα	G4151	N-DSN	
Ephesians 3:6	1	εἶναι	εἶναι	εἰμί	G1510	V-PAN	5721
Ephesians 3:6	2	τὰ	τά	ὁ	G3588	T-APN	
Ephesians 3:6	3	ἔθνη	ἔθνη	ἔθνος	G1484	N-APN	
Ephesians 3:6	4	συνκληρονόμα	συνκληρονόμα	συγκληρονόμος	G4789	A-APN	
Ephesians 3:6	5	καὶ	καί	καί	G2532	CONJ	
Ephesians 3:6	6	σύνσωμα	σύνσωμα	σύσσωμος	G4954	A-APN	
Ephesians 3:6	7	καὶ	καί	καί	G2532	CONJ	
Ephesians 3:6	8	συνμέτοχα	συνμέτοχα	συμμέτοχος	G4830	A-APN	
Ephesians 3:6	9	τῆς	τῆς	ὁ	G3588	T-GSF	
Ephesians 3:6	10	ἐπαγγελίας	ἐπαγγελίας	ἐπαγγελία	G1860	N-GSF	
Ephesians 3:6	11	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:6	12	Χριστῷ	Χριστῷ	Χριστός	G5547	N-DSM	
Ephesians 3:6	13	Ἰησοῦ	Ἰησοῦ	Ἰησοῦς	G2424	N-DSM	
Ephesians 3:6	14	διὰ	διά	διά	G1223	PREP	
Ephesians 3:6	15	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Ephesians 3:6	16	εὐαγγελίου,	εὐαγγελίου	εὐαγγέλιον	G2098	N-GSN	
Ephesians 3:7	1	οὗ	οὗ	ὅς	G3739	R-GSN	
Ephesians 3:7	2	ἐγενήθην	ἐγενήθην	γίνομαι	G1096	V-AOI-1S	5675
Ephesians 3:7	3	διάκονος	διάκονος	διάκονος	G1249	N-NSM	
Ephesians 3:7	4	κατὰ	κατά	κατά	G2596	PREP	
Ephesians 3:7	5	τὴν	τήν	ὁ	G3588	T-ASF	
Ephesians 3:7	6	δωρεὰν	δωρεάν	δωρεά	G1431	N-ASF	
Ephesians 3:7	7	τῆς	τῆς	ὁ	G3588	T-GSF	
Ephesians 3:7	8	χάριτος	χάριτος	χάρις	G5485	N-GSF	
Ephesians 3:7	9	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Ephesians 3:7	10	Θεοῦ	Θεοῦ	θεός	G2316	N-GSM	
Ephesians 3:7	11	τῆς	τῆς	ὁ	G3588	T-GSF	
Ephesians 3:7	12	δοθείσης	δοθείσης	δίδωμι	G1325	V-APP-GSF	5685
Ephesians 3:7	13	μοι	μοι	ἐγώ	G1473	P-1DS	
Ephesians 3:7	14	κατὰ	κατά	κατά	G2596	PREP	
Ephesians 3:7	15	τὴν	τήν	ὁ	G3588	T-ASF	
Ephesians 3:7	16	ἐνέργειαν	ἐνέργειαν	ἐνέργεια	G1753	N-ASF	
Ephesians 3:7	17	τῆς	τῆς	ὁ	G3588	T-GSF	
Ephesians 3:7	18	δυνάμεως	δυνάμεως	δύναμις	G1411	N-GSF	
Ephesians 3:7	19	αὐτοῦ.	αὐτοῦ	αὐτός	G0846	P-GSM	
Ephesians 3:8	1	ἐμοὶ	ἐμοί	ἐγώ	G1473	P-1DS	
Ephesians 3:8	2	τῷ	τῷ	ὁ	G3588	T-DSM	
Ephesians 3:8	3	ἐλαχιστοτέρῳ	ἐλαχιστοτέρῳ	ἐλάχιστος	G1647	A-DSM-C	
Ephesians 3:8	4	πάντων	πάντων	πᾶς	G3956	A-GPM	
Ephesians 3:8	5	ἁγίων	ἁγίων	ἅγιος	G0040	A-GPM	
Ephesians 3:8	6	ἐδόθη	ἐδόθη	δίδωμι	G1325	V-API-3S	5681
Ephesians 3:8	7	ἡ	ἡ	ὁ	G3588	T-NSF	
Ephesians 3:8	8	χάρις	χάρις	χάρις	G5485	N-NSF	
Ephesians 3:8	9	αὕτη,	αὕτη	οὗτος	G3778	D-NSF	
Ephesians 3:8	10	τοῖς	τοῖς	ὁ	G3588	T-DPN	
Ephesians 3:8	11	ἔθνεσιν	ἔθνεσιν	ἔθνος	G1484	N-DPN	
Ephesians 3:8	12	εὐαγγελίσασθαι	εὐαγγελίσασθαι	εὐαγγελίζω	G2097	V-AMN	5670
Ephesians 3:8	13	τὸ	τό	ὁ	G3588	T-ASN	
Ephesians 3:8	14	ἀνεξιχνίαστον	ἀνεξιχνίαστον	ἀνεξιχνίαστος	G0421	A-ASN	
Ephesians 3:8	15	πλοῦτος	πλοῦτος	πλοῦτος	G4149	N-ASN	
Ephesians 3:8	16	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Ephesians 3:8	17	Χριστοῦ,	Χριστοῦ	Χριστός	G5547	N-GSM	
Ephesians 3:9	1	καὶ	καί	καί	G2532	CONJ	
Ephesians 3:9	2	φωτίσαι	φωτίσαι	φωτίζω	G5461	V-AAN	5658
Ephesians 3:9	3	τίς	τίς	τίς	G5101	I-NSF	
Ephesians 3:9	4	ἡ	ἡ	ὁ	G3588	T-NSF	
Ephesians 3:9	5	οἰκονομία	οἰκονομία	οἰκονομία	G3622	N-NSF	
Ephesians 3:9	6	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Ephesians 3:9	7	μυστηρίου	μυστηρίου	μυστήριον	G3466	N-GSN	
Ephesians 3:9	8	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Ephesians 3:9	9	ἀποκεκρυμμένου	ἀποκεκρυμμένου	ἀποκρύπτω	G0613	V-RPP-GSN	5772
Ephesians 3:9	10	ἀπὸ	ἀπό	ἀπό	G0575	PREP	
Ephesians 3:9	11	τῶν	τῶν	ὁ	G3588	T-GPM	
Ephesians 3:9	12	αἰώνων	αἰώνων	αἰών	G0165	N-GPM	
Ephesians 3:9	13	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:9	14	τῷ	τῷ	ὁ	G3588	T-DSM	
Ephesians 3:9	15	Θεῷ	Θεῷ	θεός	G2316	N-DSM	
Ephesians 3:9	16	τῷ	τῷ	ὁ	G3588	T-DSM	
Ephesians 3:9	17	τὰ	τά	ὁ	G3588	T-APN	
Ephesians 3:9	18	πάντα	πάντα	πᾶς	G3956	A-APN	
Ephesians 3:9	19	κτίσαντι,	κτίσαντι	κτίζω	G2936	V-AAP-DSM	5660
Ephesians 3:10	1	ἵνα	ἵνα	ἵνα	G2443	CONJ	
Ephesians 3:10	2	γνωρισθῇ	γνωρισθῇ	γνωρίζω	G1107	V-APS-3S	5686
Ephesians 3:10	3	νῦν	νῦν	νῦν	G3568	ADV	
Ephesians 3:10	4	ταῖς	ταῖς	ὁ	G3588	T-DPF	
Ephesians 3:10	5	ἀρχαῖς	ἀρχαῖς	ἀρχή	G0746	N-DPF	
Ephesians 3:10	6	καὶ	καί	καί	G2532	CONJ	
Ephesians 3:10	7	ταῖς	ταῖς	ὁ	G3588	T-DPF	
Ephesians 3:10	8	ἐξουσίαις	ἐξουσίαις	ἐξουσία	G1849	N-DPF	
Ephesians 3:10	9	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:10	10	τοῖς	τοῖς	ὁ	G3588	T-DPN	
Ephesians 3:10	11	ἐπουρανίοις	ἐπουρανίοις	ἐπουράνιος	G2032	A-DPN	
Ephesians 3:10	12	διὰ	διά	διά	G1223	PREP	
Ephesians 3:10	13	τῆς	τῆς	ὁ	G3588	T-GSF	
Ephesians 3:10	14	ἐκκλησίας	ἐκκλησίας	ἐκκλησία	G1577	N-GSF	
Ephesians 3:10	15	ἡ	ἡ	ὁ	G3588	T-NSF	
Ephesians 3:10	16	πολυποίκιλος	πολυποίκιλος	πολυποίκιλος	G4182	A-NSF	
Ephesians 3:10	17	σοφία	σοφία	σοφία	G4678	N-NSF	
Ephesians 3:10	18	τοῦ	τοῦ	ὁ	G3588	T-GSM	
Ephesians 3:10	19	Θεοῦ,	Θεοῦ	θεός	G2316	N-GSM	
Ephesians 3:11	1	κατὰ	κατά	κατά	G2596	PREP	
Ephesians 3:11	2	πρόθεσιν	πρόθεσιν	πρόθεσις	G4286	N-ASF	
Ephesians 3:11	3	τῶν	τῶν	ὁ	G3588	T-GPM	
Ephesians 3:11	4	αἰώνων	αἰώνων	αἰών	G0165	N-GPM	
Ephesians 3:11	5	ἣν	ἥν	ὅς	G3739	R-ASF	
Ephesians 3:11	6	ἐποίησεν	ἐποίησεν	ποιέω	G4160	V-AAI-3S	5656
Ephesians 3:11	7	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:11	8	τῷ	τῷ	ὁ	G3588	T-DSM	
Ephesians 3:11	9	Χριστῷ	Χριστῷ	Χριστός	G5547	N-DSM	
Ephesians 3:11	10	Ἰησοῦ	Ἰησοῦ	Ἰησοῦς	G2424	N-DSM	
Ephesians 3:11	11	τῷ	τῷ	ὁ	G3588	T-DSM	
Ephesians 3:11	12	Κυρίῳ	Κυρίῳ	κύριος	G2962	N-DSM	
Ephesians 3:11	13	ἡμῶν,	ἡμῶν	ἐγώ	G1473	P-1GP	
Ephesians 3:12	1	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:12	2	ᾧ	ᾧ	ὅς	G3739	R-DSM	
Ephesians 3:12	3	ἔχομεν	ἔχομεν	ἔχω	G2192	V-PAI-1P	5719
Ephesians 3:12	4	τὴν	τήν	ὁ	G3588	T-ASF	
Ephesians 3:12	5	παρρησίαν	παρρησίαν	παρρησία	G3954	N-ASF	
Ephesians 3:12	6	καὶ	καί	καί	G2532	CONJ	
Ephesians 3:12	7	προσαγωγὴν	προσαγωγήν	προσαγωγή	G4318	N-ASF	
Ephesians 3:12	8	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:12	9	πεποιθήσει	πεποιθήσει	πεποίθησις	G4006	N-DSF	
Ephesians 3:12	10	διὰ	διά	διά	G1223	PREP	
Ephesians 3:12	11	τῆς	τῆς	ὁ	G3588	T-GSF	
Ephesians 3:12	12	πίστεως	πίστεως	πίστις	G4102	N-GSF	
Ephesians 3:12	13	αὐτοῦ.	αὐτοῦ	αὐτός	G0846	P-GSM	
Ephesians 3:13	1	διὸ	διό	διό	G1352	CONJ	
Ephesians 3:13	2	αἰτοῦμαι	αἰτοῦμαι	αἰτέω	G0154	V-PMI-1S	5731
Ephesians 3:13	3	μὴ	μή	μή	G3361	PRT-N	
Ephesians 3:13	4	ἐνκακεῖν	ἐνκακεῖν	ἐγκακέω	G1573	V-PAN	5721
Ephesians 3:13	5	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:13	6	ταῖς	ταῖς	ὁ	G3588	T-DPF	
Ephesians 3:13	7	θλίψεσίν	θλίψεσιν	θλῖψις	G2347	N-DPF	
Ephesians 3:13	8	μου	μου	ἐγώ	G1473	P-1GS	
Ephesians 3:13	9	ὑπὲρ	ὑπέρ	ὑπέρ	G5228	PREP	
Ephesians 3:13	10	ὑμῶν,	ὑμῶν	σύ	G4771	P-2GP	
Ephesians 3:13	11	ἥτις	ἥτις	ὅστις	G3748	R-NSF	
Ephesians 3:13	12	ἐστὶν	ἐστίν	εἰμί	G1510	V-PAI-3S	5719
Ephesians 3:13	13	δόξα	δόξα	δόξα	G1391	N-NSF	
Ephesians 3:13	14	ὑμῶν.	ὑμῶν	σύ	G4771	P-2GP	
Ephesians 3:14	1	Τούτου	Τούτου	οὗτος	G3778	D-GSN	
Ephesians 3:14	2	χάριν	χάριν	χάριν	G5484	PREP	
Ephesians 3:14	3	κάμπτω	κάμπτω	κάμπτω	G2578	V-PAI-1S	5719
Ephesians 3:14	4	τὰ	τά	ὁ	G3588	T-APN	
Ephesians 3:14	5	γόνατά	γόνατα	γόνυ	G1119	N-APN	
Ephesians 3:14	6	μου	μου	ἐγώ	G1473	P-1GS	
Ephesians 3:14	7	πρὸς	πρός	πρός	G4314	PREP	
Ephesians 3:14	8	τὸν	τόν	ὁ	G3588	T-ASM	
Ephesians 3:14	9	Πατέρα,	Πατέρα	πατήρ	G3962	N-ASM	
Ephesians 3:15	1	ἐξ	ἐξ	ἐκ	G1537	PREP	
Ephesians 3:15	2	οὗ	οὗ	ὅς	G3739	R-GSM	
Ephesians 3:15	3	πᾶσα	πᾶσα	πᾶς	G3956	A-NSF	
Ephesians 3:15	4	πατριὰ	πατριά	πατριά	G3965	N-NSF	
Ephesians 3:15	5	ἐν	ἐν	ἐν	G1722	PREP	
Ephesians 3:15	6	οὐρανοῖς	οὐρανοῖς	οὐρανός	G3772	N-DPM	
Ephesians 3:15	7	καὶ	καί	καί	G2532	CONJ	
Ephesians 3:15	8	ἐπὶ	ἐπί	ἐπί	G1909	PREP	
Ephesians 3:15	9	γῆς	γῆς	γῆ	G1093	N-GSF	
Ephesians 3:15	10	ὀνομάζεται,	ὀνομάζεται	ὀνομάζω	G3687	V-PPI-3S	5743
Ephesians 3:16	1	ἵνα	ἵνα	ἵνα	G2443	CONJ	
Ephesians 3:16	2	δῷ	δῷ	δίδωμι	G1325	V-2AAS-3S	5632
Ephesians 3:16	3	ὑμῖν	ὑμῖν	σύ	G4771	P-2DP	
Ephesians 3:16	4	κατὰ	κατά	κατά	G2596	PREP	
Ephesians 3:16	5	τὸ	τό	ὁ	G3588	T-ASN	
Ephesians 3:16	6	πλοῦτος	πλοῦτος	πλοῦτος	G4149	N-ASN	
Ephesians 3:16	7	τῆς	τῆς	ὁ	G3588	T-GSF	
Ephesians 3:16	8	δόξης	δόξης	δόξα	G1391	N-GSF	
Ephesians 3:16	9	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
Ephesians 3:16	10	δυνάμει	δυνάμει	δύναμις	G1411	N-DSF	
Ephesians 3:16	11	κραταιωθῆναι	κραταιωθῆναι	κραταιόω	G2901	V-APN	5683
Ephesians 3:16	12	διὰ	διά	διά	G1223	PREP	
Ephesians 3:16	13	τοῦ	τοῦ	ὁ	G3588	T-GSN	
Ephesians 3:16	14	Πνεύματος	Πνεύματος	πνεῦμα	G4151	N-GSN	
Ephesians 3:16	15	αὐτοῦ	αὐτοῦ	αὐτός	G0846	P-GSM	
