reference	n	word	normalized	lemma	part_of_speech	parse
Matthew 1:20	21	γυναῖκά	γυναῖκα	γυνή	N-	----ASF-
Matthew 1:20	22	σου	σου	σύ	RP	----GS--
Matthew 1:20	23	τὸ	τό	ὁ	RA	----NSN-
Matthew 1:20	24	γὰρ	γάρ	γάρ	C-	--------
Matthew 1:20	25	ἐν	ἐν	ἐν	P-	--------
Matthew 1:20	26	αὐτῇ	αὐτῇ	αὐτός	RP	----DSF-
Matthew 1:20	27	γεννηθὲν	γεννηθέν	γεννάω	V-	-APPNSN-
Matthew 1:20	28	ἐκ	ἐκ	ἐκ	P-	--------
Matthew 1:20	29	πνεύματός	πνεύματος	πνεῦμα	N-	----GSN-
Matthew 1:20	30	ἐστιν	ἐστί(ν)	εἰμί	V-	3PAI-S--
Matthew 1:20	31	ἁγίου	ἁγίου	ἅγιος	A-	----GSN-
Matthew 1:21	1	τέξεται	τέξεται	τίκτω	V-	3FMI-S--
Matthew 1:21	2	δὲ	δέ	δέ	C-	--------
Matthew 1:21	3	υἱὸν	υἱόν	υἱός	N-	----ASM-
Matthew 1:21	4	καὶ	καί	καί	C-	--------
Matthew 1:21	5	καλέσεις	καλέσεις	καλέω	V-	2FAI-S--
Matthew 1:21	6	τὸ	τό	ὁ	RA	----ASN-
Matthew 1:21	7	ὄνομα	ὄνομα	ὄνομα	N-	----ASN-
Matthew 1:21	8	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Matthew 1:21	9	Ἰησοῦν	Ἰησοῦν	Ἰησοῦς	N-	----ASM-
Matthew 1:21	10	αὐτὸς	αὐτός	αὐτός	RP	----NSM-
Matthew 1:21	11	γὰρ	γάρ	γάρ	C-	--------
Matthew 1:21	12	σώσει	σώσει	σῴζω	V-	3FAI-S--
Matthew 1:21	13	τὸν	τόν	ὁ	RA	----ASM-
Matthew 1:21	14	λαὸν	λαόν	λαός	N-	----ASM-
Matthew 1:21	15	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Matthew 1:21	16	ἀπὸ	ἀπό	ἀπό	P-	--------
Matthew 1:21	17	τῶν	τῶν	ὁ	RA	----GPF-
Matthew 1:21	18	ἁμαρτιῶν	ἁμαρτιῶν	ἁμαρτία	N-	----GPF-
Matthew 1:21	19	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Matthew 1:22	1	τοῦτο	τοῦτο	οὗτος	RD	----NSN-
Matthew 1:22	2	δὲ	δέ	δέ	C-	--------
Matthew 1:22	3	ὅλον	ὅλον	ὅλος	A-	----NSN-
Matthew 1:22	4	γέγονεν	γέγονε(ν)	γίνομαι	V-	3XAI-S--
Matthew 1:22	5	ἵνα	ἵνα	ἵνα	C-	--------
Matthew 1:22	6	πληρωθῇ	πληρωθῇ	πληρόω	V-	3APS-S--
Matthew 1:22	7	τὸ	τό	ὁ	RA	----NSN-
Matthew 1:22	8	ῥηθὲν	ῥηθέν	λέγω	V-	-APPNSN-
Matthew 1:22	9	ὑπὸ	ὑπό	ὑπό	P-	--------
Matthew 1:22	10	κυρίου	κυρίου	κύριος	N-	----GSM-
Matthew 1:22	11	διὰ	διά	διά	P-	--------
Matthew 1:22	12	τοῦ	τοῦ	ὁ	RA	----GSM-
Matthew 1:22	13	προφήτου	προφήτου	προφήτης	N-	----GSM-
Matthew 1:22	14	λέγοντος	λέγοντος	λέγω	V-	-PAPGSM-
Matthew 1:23	1	Ἰδοὺ	ἰδού	ἰδού	X-	--------
Matthew 1:23	2	ἡ	ἡ	ὁ	RA	----NSF-
Matthew 1:23	3	παρθένος	παρθένος	παρθένος	N-	----NSF-
Matthew 1:23	4	ἐν	ἐν	ἐν	P-	--------
Matthew 1:23	5	γαστρὶ	γαστρί	γαστήρ	N-	----DSF-
Matthew 1:23	6	ἕξει	ἕξει	ἔχω	V-	3FAI-S--
Matthew 1:23	7	καὶ	καί	καί	C-	--------
Matthew 1:23	8	τέξεται	τέξεται	τίκτω	V-	3FMI-S--
Matthew 1:23	9	υἱόν	υἱόν	υἱός	N-	----ASM-
Matthew 1:23	10	καὶ	καί	καί	C-	--------
Matthew 1:23	11	καλέσουσιν	καλέσουσι(ν)	καλέω	V-	3FAI-P--
Matthew 1:23	12	τὸ	τό	ὁ	RA	----ASN-
Matthew 1:23	13	ὄνομα	ὄνομα	ὄνομα	N-	----ASN-
Matthew 1:23	14	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Matthew 1:23	15	Ἐμμανουήλ	Ἐμμανουήλ	Ἐμμανουήλ	N-	----ASM-
Matthew 1:23	16	ὅ	ὅ	ὅς	RR	----NSN-
Matthew 1:23	17	ἐστιν	ἐστί(ν)	εἰμί	V-	3PAI-S--
Matthew 1:23	18	μεθερμηνευόμενον	μεθερμηνευόμενον	μεθερμηνεύω	V-	-PPPNSN-
Matthew 1:23	19	Μεθ’	μετά	μετά	P-	--------
Matthew 1:23	20	ἡμῶν	ἡμῶν	ἐγώ	RP	----GP--
Matthew 1:23	21	ὁ	ὁ	ὁ	RA	----NSM-
Matthew 1:23	22	θεός	θεός	θεός	N-	----NSM-
Matthew 1:24	1	ἐγερθεὶς	ἐγερθείς	ἐγείρω	V-	-APPNSM-
Matthew 1:24	2	δὲ	δέ	δέ	C-	--------
Matthew 1:24	3	ὁ	ὁ	ὁ	RA	----NSM-
Matthew 1:24	4	Ἰωσὴφ	Ἰωσήφ	Ἰωσήφ	N-	----NSM-
Matthew 1:24	5	ἀπὸ	ἀπό	ἀπό	P-	--------
Matthew 1:24	6	τοῦ	τοῦ	ὁ	RA	----GSM-
Matthew 1:24	7	ὕπνου	ὕπνου	ὕπνος	N-	----GSM-
Matthew 1:24	8	ἐποίησεν	ἐποίησε(ν)	ποιέω	V-	3AAI-S--
Matthew 1:24	9	ὡς	ὡς	ὡς	C-	--------
Matthew 1:24	10	προσέταξεν	προσέταξε(ν)	προστάσσω	V-	3AAI-S--
Matthew 1:24	11	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Matthew 1:24	12	ὁ	ὁ	ὁ	RA	----NSM-
Matthew 1:24	13	ἄγγελος	ἄγγελος	ἄγγελος	N-	----NSM-
Matthew 1:24	14	κυρίου	κυρίου	κύριος	N-	----GSM-
Matthew 1:24	15	καὶ	καί	καί	C-	--------
Matthew 1:24	16	παρέλαβεν	παρέλαβε(ν)	παραλαμβάνω	V-	3AAI-S--
Matthew 1:24	17	τὴν	τήν	ὁ	RA	----ASF-
Matthew 1:24	18	γυναῖκα	γυναῖκα	γυνή	N-	----ASF-
Matthew 1:24	19	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Matthew 1:25	1	καὶ	καί	καί	C-	--------
Matthew 1:25	2	οὐκ	οὐ	οὐ	D-	--------
Matthew 1:25	3	ἐγίνωσκεν	ἐγίνωσκε(ν)	γινώσκω	V-	3IAI-S--
Matthew 1:25	4	αὐτὴν	αὐτήν	αὐτός	RP	----ASF-
Matthew 1:25	5	ἕως	ἕως	ἕως	P-	--------
Matthew 1:25	6	οὗ	οὗ	ὅς	RR	----GSM-
Matthew 1:25	7	ἔτεκεν	ἔτεκε(ν)	τίκτω	V-	3AAI-S--
Matthew 1:25	8	υἱόν	υἱόν	υἱός	N-	----ASM-
Matthew 1:25	9	καὶ	καί	καί	C-	--------
Matthew 1:25	10	ἐκάλεσεν	ἐκάλεσε(ν)	καλέω	V-	3AAI-S--
Matthew 1:25	11	τὸ	τό	ὁ	RA	----ASN-
Matthew 1:25	12	ὄνομα	ὄνομα	ὄνομα	N-	----ASN-
Matthew 1:25	13	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Matthew 1:25	14	Ἰησοῦν	Ἰησοῦν	Ἰησοῦς	N-	----ASM-
Matthew 2:1	1	Τοῦ	τοῦ	ὁ	RA	----GSM-
Matthew 2:1	2	δὲ	δέ	δέ	C-	--------
Matthew 2:1	3	Ἰησοῦ	Ἰησοῦ	Ἰησοῦς	N-	----GSM-
Matthew 2:1	4	γεννηθέντος	γεννηθέντος	γεννάω	V-	-APPGSM-
Matthew 2:1	5	ἐν	ἐν	ἐν	P-	--------
Matthew 2:1	6	Βηθλέεμ	Βηθλέεμ	Βηθλέεμ	N-	----DSF-
Matthew 2:1	7	τῆς	τῆς	ὁ	RA	----GSF-
Matthew 2:1	8	Ἰουδαίας	Ἰουδαίας	Ἰουδαία	N-	----GSF-
Matthew 2:1	9	ἐν	ἐν	ἐν	P-	--------
Matthew 2:1	10	ἡμέραις	ἡμέραις	ἡμέρα	N-	----DPF-
Matthew 2:1	11	Ἡρῴδου	Ἡρῴδου	Ἡρῴδης	N-	----GSM-
Matthew 2:1	12	τοῦ	τοῦ	ὁ	RA	----GSM-
Matthew 2:1	13	βασιλέως	βασιλέως	βασιλεύς	N-	----GSM-
Matthew 2:1	14	ἰδοὺ	ἰδού	ἰδού	X-	--------
Matthew 2:1	15	μάγοι	μάγοι	μάγος	N-	----NPM-
Matthew 2:1	16	ἀπὸ	ἀπό	ἀπό	P-	--------
Matthew 2:1	17	ἀνατολῶν	ἀνατολῶν	ἀνατολή	N-	----GPF-
Matthew 2:1	18	παρεγένοντο	παρεγένοντο	παραγίνομαι	V-	3AMI-P--
Matthew 2:1	19	εἰς	εἰς	εἰς	P-	--------
Matthew 2:1	20	Ἱεροσόλυμα	Ἱεροσόλυμα	Ἱεροσόλυμα	N-	----APN-
Matthew 2:2	1	λέγοντες	λέγοντες	λέγω	V-	-PAPNPM-
Matthew 2:2	2	Ποῦ	ποῦ	ποῦ	D-	--------
Matthew 2:2	3	ἐστιν	ἐστί(ν)	εἰμί	V-	3PAI-S--
Matthew 2:2	4	ὁ	ὁ	ὁ	RA	----NSM-
Matthew 2:2	5	τεχθεὶς	τεχθείς	τίκτω	V-	-APPNSM-
Matthew 2:2	6	βασιλεὺς	βασιλεύς	βασιλεύς	N-	----NSM-
Matthew 2:2	7	τῶν	τῶν	ὁ	RA	----GPM-
Matthew 2:2	8	Ἰουδαίων	Ἰουδαίων	Ἰουδαῖος	A-	----GPM-
Matthew 2:2	9	εἴδομεν	εἴδομεν	ὁράω	V-	1AAI-P--
Matthew 2:2	10	γὰρ	γάρ	γάρ	C-	--------
Matthew 2:2	11	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Matthew 2:2	12	τὸν	τόν	ὁ	RA	----ASM-
Matthew 2:2	13	ἀστέρα	ἀστέρα	ἀστήρ	N-	----ASM-
Matthew 2:2	14	ἐν	ἐν	ἐν	P-	--------
Matthew 2:2	15	τῇ	τῇ	ὁ	RA	----DSF-
Matthew 2:2	16	ἀνατολῇ	ἀνατολῇ	ἀνατολή	N-	----DSF-
Matthew 2:2	17	καὶ	καί	καί	C-	--------
Matthew 2:2	18	ἤλθομεν	ἤλθομεν	ἔρχομαι	V-	1AAI-P--
Matthew 2:2	19	προσκυνῆσαι	προσκυνῆσαι	προσκυνέω	V-	-AAN----
Matthew 2:2	20	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Matthew 2:3	1	ἀκούσας	ἀκούσας	ἀκούω	V-	-AAPNSM-
Matthew 2:3	2	δὲ	δέ	δέ	C-	--------
Matthew 2:3	3	ὁ	ὁ	ὁ	RA	----NSM-
Matthew 2:3	4	βασιλεὺς	βασιλεύς	βασιλεύς	N-	----NSM-
Matthew 2:3	5	Ἡρῴδης	Ἡρῴδης	Ἡρῴδης	N-	----NSM-
Matthew 2:3	6	ἐταράχθη	ἐταράχθη	ταράσσω	V-	3API-S--
Matthew 2:3	7	καὶ	καί	καί	C-	--------
Matthew 2:3	8	πᾶσα	πᾶσα	πᾶς	A-	----NSF-
Matthew 2:3	9	Ἱεροσόλυμα	Ἱεροσόλυμα	Ἱεροσόλυμα	N-	----NSF-
Matthew 2:3	10	μετ’	μετά	μετά	P-	--------
Matthew 2:3	11	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Matthew 2:4	1	καὶ	καί	καί	C-	--------
Matthew 2:4	2	συναγαγὼν	συναγαγών	συνάγω	V-	-AAPNSM-
Matthew 2:4	3	πάντας	πάντας	πᾶς	A-	----APM-
Matthew 2:4	4	τοὺς	τούς	ὁ	RA	----APM-
Matthew 2:4	5	ἀρχιερεῖς	ἀρχιερεῖς	ἀρχιερεύς	N-	----APM-
Matthew 2:4	6	καὶ	καί	καί	C-	--------
Matthew 2:4	7	γραμματεῖς	γραμματεῖς	γραμματεύς	N-	----APM-
Matthew 2:4	8	τοῦ	τοῦ	ὁ	RA	----GSM-
Matthew 2:4	9	λαοῦ	λαοῦ	λαός	N-	----GSM-
Matthew 2:4	10	ἐπυνθάνετο	ἐπυνθάνετο	πυνθάνομαι	V-	3IMI-S--
Matthew 2:4	11	παρ’	παρά	παρά	P-	--------
Matthew 2:4	12	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Matthew 2:4	13	ποῦ	ποῦ	ποῦ	D-	--------
Matthew 2:4	14	ὁ	ὁ	ὁ	RA	----NSM-
Matthew 2:4	15	χριστὸς	Χριστός	Χριστός	N-	----NSM-
Matthew 2:4	16	γεννᾶται	γεννᾶται	γεννάω	V-	3PPI-S--
Matthew 2:5	1	οἱ	οἱ	ὁ	RA	----NPM-
Matthew 2:5	2	δὲ	δέ	δέ	C-	--------
Matthew 2:5	3	εἶπαν	εἶπαν	λέγω	V-	3AAI-P--
Matthew 2:5	4	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Matthew 2:5	5	Ἐν	ἐν	ἐν	P-	--------
Matthew 2:5	6	Βηθλέεμ	Βηθλέεμ	Βηθλέεμ	N-	----DSF-
Matthew 2:5	7	τῆς	τῆς	ὁ	RA	----GSF-
Matthew 2:5	8	Ἰουδαίας	Ἰουδαίας	Ἰουδαία	N-	----GSF-
Matthew 2:5	9	οὕτως	οὕτω(ς)	οὕτω(ς)	D-	--------
Matthew 2:5	10	γὰρ	γάρ	γάρ	C-	--------
Matthew 2:5	11	γέγραπται	γέγραπται	γράφω	V-	3XPI-S--
Matthew 2:5	12	διὰ	διά	διά	P-	--------
Matthew 2:5	13	τοῦ	τοῦ	ὁ	RA	----GSM-
Matthew 2:5	14	προφήτου	προφήτου	προφήτης	N-	----GSM-
Matthew 2:6	1	Καὶ	καί	καί	C-	--------
Matthew 2:6	2	σύ	σύ	σύ	RP	----NS--
Matthew 2:6	3	Βηθλέεμ	Βηθλέεμ	Βηθλέεμ	N-	----VSF-
Matthew 2:6	4	γῆ	γῆ	γῆ	N-	----VSF-
Matthew 2:6	5	Ἰούδα	Ἰούδα	Ἰούδας	N-	----GSM-
Matthew 2:6	6	οὐδαμῶς	οὐδαμῶς	οὐδαμῶς	D-	--------
Matthew 2:6	7	ἐλαχίστη	ἐλαχίστη	ἐλάχιστος	A-	----NSFS
Matthew 2:6	8	εἶ	εἶ	εἰμί	V-	2PAI-S--
Matthew 2:6	9	ἐν	ἐν	ἐν	P-	--------
Matthew 2:6	10	τοῖς	τοῖς	ὁ	RA	----DPM-
Matthew 2:6	11	ἡγεμόσιν	ἡγεμόσι(ν)	ἡγεμών	N-	----DPM-
Matthew 2:6	12	Ἰούδα	Ἰούδα	Ἰούδας	N-	----GSM-
Matthew 2:6	13	ἐκ	ἐκ	ἐκ	P-	--------
Matthew 2:6	14	σοῦ	σοῦ	σύ	RP	----GS--
Matthew 2:6	15	γὰρ	γάρ	γάρ	C-	--------
Matthew 2:6	16	ἐξελεύσεται	ἐξελεύσεται	ἐξέρχομαι	V-	3FMI-S--
Matthew 2:6	17	ἡγούμενος	ἡγούμενος	ἡγέομαι	V-	-PMPNSM-
Matthew 2:6	18	ὅστις	ὅστις	ὅστις	RR	----NSM-
Matthew 2:6	19	ποιμανεῖ	ποιμανεῖ	ποιμαίνω	V-	3FAI-S--
Matthew 2:6	20	τὸν	τόν	ὁ	RA	----ASM-
Matthew 2:6	21	λαόν	λαόν	λαός	N-	----ASM-
Matthew 2:6	22	μου	μου	ἐγώ	RP	----GS--
Matthew 2:6	23	τὸν	τόν	ὁ	RA	----ASM-
Matthew 2:6	24	Ἰσραήλ	Ἰσραήλ	Ἰσραήλ	N-	----ASM-
Matthew 2:7	1	Τότε	τότε	τότε	D-	--------
Matthew 2:7	2	Ἡρῴδης	Ἡρῴδης	Ἡρῴδης	N-	----NSM-
Matthew 2:7	3	λάθρᾳ	λάθρᾳ	λάθρᾳ	D-	--------
Matthew 2:7	4	καλέσας	καλέσας	καλέω	V-	-AAPNSM-
Matthew 2:7	5	τοὺς	τούς	ὁ	RA	----APM-
Matthew 2:7	6	μάγους	μάγους	μάγος	N-	----APM-
Matthew 2:7	7	ἠκρίβωσεν	ἠκρίβωσε(ν)	ἀκριβόω	V-	3AAI-S--
Matthew 2:7	8	παρ’	παρά	παρά	P-	--------
Matthew 2:7	9	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Matthew 2:7	10	τὸν	τόν	ὁ	RA	----ASM-
Matthew 2:7	11	χρόνον	χρόνον	χρόνος	N-	----ASM-
Matthew 2:7	12	τοῦ	τοῦ	ὁ	RA	----GSM-
Matthew 2:7	13	φαινομένου	φαινομένου	φαίνω	V-	-PMPGSM-
Matthew 2:7	14	ἀστέρος	ἀστέρος	ἀστήρ	N-	----GSM-
Matthew 2:8	1	καὶ	καί	καί	C-	--------
Matthew 2:8	2	πέμψας	πέμψας	πέμπω	V-	-AAPNSM-
Matthew 2:8	3	αὐτοὺς	αὐτούς	αὐτός	RP	----APM-
Matthew 2:8	4	εἰς	εἰς	εἰς	P-	--------
Matthew 2:8	5	Βηθλέεμ	Βηθλέεμ	Βηθλέεμ	N-	----ASF-
Matthew 2:8	6	εἶπεν	εἶπε(ν)	λέγω	V-	3AAI-S--
Matthew 2:8	7	Πορευθέντες	πορευθέντες	πορεύομαι	V-	-APPNPM-
Matthew 2:8	8	ἐξετάσατε	ἐξετάσατε	ἐξετάζω	V-	2AAD-P--
Matthew 2:8	9	ἀκριβῶς	ἀκριβῶς	ἀκριβῶς	D-	--------
Matthew 2:8	10	περὶ	περί	περί	P-	--------
Matthew 2:8	11	τοῦ	τοῦ	ὁ	RA	----GSN-
Matthew 2:8	12	παιδίου	παιδίου	παιδίον	N-	----GSN-
Matthew 2:8	13	ἐπὰν	ἐπάν	ἐπάν	C-	--------
Matthew 2:8	14	δὲ	δέ	δέ	C-	--------
Matthew 2:8	15	εὕρητε	εὕρητε	εὑρίσκω	V-	2AAS-P--
Matthew 2:8	16	ἀπαγγείλατέ	ἀπαγγείλατε	ἀπαγγέλλω	V-	2AAD-P--
Matthew 2:8	17	μοι	μοι	ἐγώ	RP	----DS--
Matthew 2:8	18	ὅπως	ὅπως	ὅπως	C-	--------
Matthew 2:8	19	κἀγὼ	κἀγώ	κἀγώ	RP	----NS--
Matthew 2:8	20	ἐλθὼν	ἐλθών	ἔρχομαι	V-	-AAPNSM-
Matthew 2:8	21	προσκυνήσω	προσκυνήσω	προσκυνέω	V-	1AAS-S--
Matthew 2:8	22	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Matthew 2:9	1	οἱ	οἱ	ὁ	RA	----NPM-
Matthew 2:9	2	δὲ	δέ	δέ	C-	--------
Matthew 2:9	3	ἀκούσαντες	ἀκούσαντες	ἀκούω	V-	-AAPNPM-
Matthew 2:9	4	τοῦ	τοῦ	ὁ	RA	----GSM-
Matthew 2:9	5	βασιλέως	βασιλέως	βασιλεύς	N-	----GSM-
Matthew 2:9	6	ἐπορεύθησαν	ἐπορεύθησαν	πορεύομαι	V-	3API-P--
Matthew 2:9	7	καὶ	καί	καί	C-	--------
Matthew 2:9	8	ἰδοὺ	ἰδού	ἰδού	X-	--------
Matthew 2:9	9	ὁ	ὁ	ὁ	RA	----NSM-
Matthew 2:9	10	ἀστὴρ	ἀστήρ	ἀστήρ	N-	----NSM-
Matthew 2:9	11	ὃν	ὅν	ὅς	RR	----ASM-
Matthew 2:9	12	εἶδον	εἶδον	ὁράω	V-	3AAI-P--
Matthew 2:9	13	ἐν	ἐν	ἐν	P-	--------
Matthew 2:9	14	τῇ	τῇ	ὁ	RA	----DSF-
Matthew 2:9	15	ἀνατολῇ	ἀνατολῇ	ἀνατολή	N-	----DSF-
Matthew 2:9	16	προῆγεν	προῆγε(ν)	προάγω	V-	3IAI-S--
Matthew 2:9	17	αὐτούς	αὐτούς	αὐτός	RP	----APM-
Matthew 2:9	18	ἕως	ἕως	ἕως	C-	--------
Matthew 2:9	19	ἐλθὼν	ἐλθών	ἔρχομαι	V-	-AAPNSM-
Matthew 2:9	20	ἐστάθη	ἐστάθη	ἵστημι	V-	3API-S--
Matthew 2:9	21	ἐπάνω	ἐπάνω	ἐπάνω	P-	--------
Matthew 2:9	22	οὗ	οὗ	οὗ	D-	--------
Matthew 2:9	23	ἦν	ἦν	εἰμί	V-	3IAI-S--
Matthew 2:9	24	τὸ	τό	ὁ	RA	----NSN-
Matthew 2:9	25	παιδίον	παιδίον	παιδίον	N-	----NSN-
Matthew 2:10	1	ἰδόντες	ἰδόντες	ὁράω	V-	-AAPNPM-
Matthew 2:10	2	δὲ	δέ	δέ	C-	--------
Matthew 2:10	3	τὸν	τόν	ὁ	RA	----ASM-
Matthew 2:10	4	ἀστέρα	ἀστέρα	ἀστήρ	N-	----ASM-
Matthew 2:10	5	ἐχάρησαν	ἐχάρησαν	χαίρω	V-	3API-P--
Matthew 2:10	6	χαρὰν	χαράν	χαρά	N-	----ASF-
Matthew 2:10	7	μεγάλην	μεγάλην	μέγας	A-	----ASF-
Matthew 2:10	8	σφόδρα	σφόδρα	σφόδρα	D-	--------
Matthew 2:11	1	καὶ	καί	καί	C-	--------
Matthew 2:11	2	ἐλθόντες	ἐλθόντες	ἔρχομαι	V-	-AAPNPM-
Matthew 2:11	3	εἰς	εἰς	εἰς	P-	--------
Matthew 2:11	4	τὴν	τήν	ὁ	RA	----ASF-
Matthew 2:11	5	οἰκίαν	οἰκίαν	οἰκία	N-	----ASF-
Matthew 2:11	6	εἶδον	εἶδον	ὁράω	V-	3AAI-P--
Matthew 2:11	7	τὸ	τό	ὁ	RA	----ASN-
Matthew 2:11	8	παιδίον	παιδίον	παιδίον	N-	----ASN-
Matthew 2:11	9	μετὰ	μετά	μετά	P-	--------
Matthew 2:11	10	Μαρίας	Μαρίας	Μαρία	N-	----GSF-
Matthew 2:11	11	τῆς	τῆς	ὁ	RA	----GSF-
Matthew 2:11	12	μητρὸς	μητρός	μήτηρ	N-	----GSF-
Matthew 2:11	13	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Matthew 2:11	14	καὶ	καί	καί	C-	--------
Matthew 2:11	15	πεσόντες	πεσόντες	πίπτω	V-	-AAPNPM-
Matthew 2:11	16	προσεκύνησαν	προσεκύνησαν	προσκυνέω	V-	3AAI-P--
Matthew 2:11	17	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Matthew 2:11	18	καὶ	καί	καί	C-	--------
Matthew 2:11	19	ἀνοίξαντες	ἀνοίξαντες	ἀνοίγω	V-	-AAPNPM-
Matthew 2:11	20	τοὺς	τούς	ὁ	RA	----APM-
Matthew 2:11	21	θησαυροὺς	θησαυρούς	θησαυρός	N-	----APM-
Matthew 2:11	22	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Matthew 2:11	23	προσήνεγκαν	προσήνεγκαν	προσφέρω	V-	3AAI-P--
Matthew 2:11	24	αὐτῷ	αὐτῷ	αὐτός	RP	----DSM-
Matthew 2:11	25	δῶρα	δῶρα	δῶρον	N-	----APN-
Matthew 2:11	26	χρυσὸν	χρυσόν	χρυσός	N-	----ASM-
Matthew 2:11	27	καὶ	καί	καί	C-	--------
Matthew 2:11	28	λίβανον	λίβανον	λίβανος	N-	----ASM-
Matthew 2:11	29	καὶ	καί	καί	C-	--------
Matthew 2:11	30	σμύρναν	σμύρναν	σμύρνα	N-	----ASF-
Matthew 2:12	1	καὶ	καί	καί	C-	--------
Matthew 2:12	2	χρηματισθέντες	χρηματισθέντες	χρηματίζω	V-	-APPNPM-
Matthew 2:12	3	κατ’	κατά	κατά	P-	--------
Matthew 2:12	4	ὄναρ	ὄναρ	ὄναρ	N-	----ASN-
Matthew 2:12	5	μὴ	μή	μή	D-	--------
Matthew 2:12	6	ἀνακάμψαι	ἀνακάμψαι	ἀνακάμπτω	V-	-AAN----
Matthew 2:12	7	πρὸς	πρός	πρός	P-	--------
Matthew 2:12	8	Ἡρῴδην	Ἡρῴδην	Ἡρῴδης	N-	----ASM-
Matthew 2:12	9	δι’	διά	διά	P-	--------
Matthew 2:12	10	ἄλλης	ἄλλης	ἄλλος	A-	----GSF-
Matthew 2:12	11	ὁδοῦ	ὁδοῦ	ὁδός	N-	----GSF-
Matthew 2:12	12	ἀνεχώρησαν	ἀνεχώρησαν	ἀναχωρέω	V-	3AAI-P--
Matthew 2:12	13	εἰς	εἰς	εἰς	P-	--------
Matthew 2:12	14	τὴν	τήν	ὁ	RA	----ASF-
Matthew 2:12	15	χώραν	χώραν	χώρα	N-	----ASF-
Matthew 2:12	16	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Matthew 2:13	1	Ἀναχωρησάντων	ἀναχωρησάντων	ἀναχωρέω	V-	-AAPGPM-
Matthew 2:13	2	δὲ	δέ	δέ	C-	--------
Matthew 2:13	3	αὐτῶν	αὐτῶν	αὐτός	RP	----GPM-
Matthew 2:13	4	ἰδοὺ	ἰδού	ἰδού	X-	--------
Matthew 2:13	5	ἄγγελος	ἄγγελος	ἄγγελος	N-	----NSM-
Matthew 2:13	6	κυρίου	κυρίου	κύριος	N-	----GSM-
Matthew 2:13	7	φαίνεται	φαίνεται	φαίνω	V-	3PMI-S--
Matthew 2:13	8	κατ’	κατά	κατά	P-	--------
Matthew 2:13	9	ὄναρ	ὄναρ	ὄναρ	N-	----ASN-
Matthew 2:13	10	τῷ	τῷ	ὁ	RA	----DSM-
Matthew 2:13	11	Ἰωσὴφ	Ἰωσήφ	Ἰωσήφ	N-	----DSM-
Matthew 2:13	12	λέγων	λέγων	λέγω	V-	-PAPNSM-
Matthew 2:13	13	Ἐγερθεὶς	ἐγερθείς	ἐγείρω	V-	-APPNSM-
Matthew 2:13	14	παράλαβε	παράλαβε	παραλαμβάνω	V-	2AAD-S--
Matthew 2:13	15	τὸ	τό	ὁ	RA	----ASN-
Matthew 2:13	16	παιδίον	παιδίον	παιδίον	N-	----ASN-
Matthew 2:13	17	καὶ	καί	καί	C-	--------
Matthew 2:13	18	τὴν	τήν	ὁ	RA	----ASF-
Matthew 2:13	19	μητέρα	μητέρα	μήτηρ	N-	----ASF-
Matthew 2:13	20	αὐτοῦ	αὐτοῦ	αὐτός	RP	----GSM-
Matthew 2:13	21	καὶ	καί	καί	C-	--------
Matthew 2:13	22	φεῦγε	φεῦγε	φεύγω	V-	2PAD-S--
Matthew 2:13	23	εἰς	εἰς	εἰς	P-	--------
Matthew 2:13	24	Αἴγυπτον	Αἴγυπτον	Αἴγυπτος	N-	----ASF-
Matthew 2:13	25	καὶ	καί	καί	C-	--------
Matthew 2:13	26	ἴσθι	ἴσθι	εἰμί	V-	2PAD-S--
Matthew 2:13	27	ἐκεῖ	ἐκεῖ	ἐκεῖ	D-	--------
Matthew 2:13	28	ἕως	ἕως	ἕως	C-	--------
Matthew 2:13	29	ἂν	ἄν	ἄν	X-	--------
Matthew 2:13	30	εἴπω	εἴπω	λέγω	V-	1AAS-S--
Matthew 2:13	31	σοι	σοι	σύ	RP	----DS--
Matthew 2:13	32	μέλλει	μέλλει	μέλλω	V-	3PAI-S--
Matthew 2:13	33	γὰρ	γάρ	γάρ	C-	--------
Matthew 2:13	34	Ἡρῴδης	Ἡρῴδης	Ἡρῴδης	N-	----NSM-
