reference	n	greek	transliteration	parsing	strongs	english
Luke 22:8	5	Ἰωάννην	iwannhn	N-ASM	G2491	John
Luke 22:8	6	εἰπών	eipwn	V-2AAP-NSM	G3004	saying
Luke 22:8	7	Πορευθέντες	poreuqentev	V-AOP-NPM	G4198	Go
Luke 22:8	8	ἑτοιμάσατε	etoimasate	V-AAM-2P	G2090	[and] make preparations
Luke 22:8	9	ἡμῖν	hmin	P-1DP	G1473	for us
Luke 22:8	10	τὸ	to	T-ASN	G3588	the
Luke 22:8	11	Πάσχα	pasca	ARAM	G3957	Passover
Luke 22:8	12	ἵνα	ina	CONJ	G2443	to
Luke 22:8	13	φάγωμεν	fagwmen	V-2AAS-1P	G5315	eat
Luke 22:9	1	Οἱ	oi	T-NPM	G3588	-
Luke 22:9	2	δὲ	de	CONJ	G1161	-
Luke 22:9	3	εἶπον	eipon	V-2AAI-3P	G3004	they asked
Luke 22:9	4	αὐτῷ	autw	P-DSM	G0846	-
Luke 22:9	5	Ποῦ	pou	ADV-I	G4226	Where
Luke 22:9	6	θέλεις	qeleiv	V-PAI-2S	G2309	do You want
Luke 22:9	7	ἑτοιμάσομεν	etoimasomen	V-FAI-1P	G2090	us to prepare [it]
Luke 22:10	1	Ὁ	o	T-NSM	G3588	-
Luke 22:10	2	δὲ	de	CONJ	G1161	-
Luke 22:10	3	εἶπεν	eipen	V-2AAI-3S	G3004	He answered
Luke 22:10	4	αὐτοῖς	autoiv	P-DPM	G0846	. . .
Luke 22:10	5	Ἰδού	idou	V-2AMM-2S	G3708	vvv
Luke 22:10	6	εἰσελθόντων	eiselqontwn	V-2AAP-GPM	G1525	When you enter
Luke 22:10	7	ὑμῶν	umwn	P-2GP	G4771	vvv
Luke 22:10	8	εἰς	eiv	PREP	G1519	. . .
Luke 22:10	9	τὴν	thn	T-ASF	G3588	the
Luke 22:10	10	πόλιν	polin	N-ASF	G4172	city
Luke 22:10	11	συναντήσει	sunanthsei	V-FAI-3S	G4876	will meet
Luke 22:10	12	ὑμῖν	umin	P-2DP	G4771	you
Luke 22:10	13	ἄνθρωπος	anqrwpov	N-NSM	G0444	a man
Luke 22:10	14	κεράμιον	keramion	N-ASN	G2765	a jug
Luke 22:10	15	ὕδατος	udatov	N-GSN	G5204	of water
Luke 22:10	16	βαστάζων	bastazwn	V-PAP-NSM	G0941	carrying
Luke 22:10	17	ἀκολουθήσατε	akolouqhsate	V-AAM-2P	G0190	Follow
Luke 22:10	18	αὐτῷ	autw	P-DSM	G0846	him
Luke 22:10	19	εἰς	eiv	PREP	G1519	to
Luke 22:10	20	τὴν	thn	T-ASF	G3588	the
Luke 22:10	21	οἰκίαν	oikian	N-ASF	G3614	house
Luke 22:10	22	οὗ	ou	ADV	G3757	-
Luke 22:10	23	εἰσπορεύεται	eisporeuetai	V-PNI-3S	G1531	he enters
Luke 22:11	1	Καὶ	kai	CONJ	G2532	and
Luke 22:11	2	ἐρεῖτε	ereite	V-FAI-2P	G2046	say
Luke 22:11	3	τῷ	tw	T-DSM	G3588	to the
Luke 22:11	4	οἰκοδεσπότῃ	oikodespoth	N-DSM	G3617	owner
Luke 22:11	5	τῆς	thv	T-GSF	G3588	of that
Luke 22:11	6	οἰκίας	oikiav	N-GSF	G3614	house
Luke 22:11	7	Λέγει	legei	V-PAI-3S	G3004	asks
Luke 22:11	8	σοι	soi	P-2DS	G4771	-
Luke 22:11	9	ὁ	o	T-NSM	G3588	The
Luke 22:11	10	διδάσκαλος	didaskalov	N-NSM	G1320	Teacher
Luke 22:11	11	Ποῦ	pou	ADV-I	G4226	Where
Luke 22:11	12	ἐστιν	estin	V-PAI-3S	G1510	is
Luke 22:11	13	τὸ	to	T-NSN	G3588	the
Luke 22:11	14	κατάλυμα	kataluma	N-NSN	G2646	guest room
Luke 22:11	15	ὅπου	opou	ADV	G3699	where
Luke 22:11	16	τὸ	to	T-ASN	G3588	the
Luke 22:11	17	Πάσχα	pasca	ARAM	G3957	Passover
Luke 22:11	18	μετὰ	meta	PREP	G3326	with
Luke 22:11	19	τῶν	twn	T-GPM	G3588	-
Luke 22:11	20	μαθητῶν	maqhtwn	N-GPM	G3101	disciples
Luke 22:11	21	μου	mou	P-1GS	G1473	My
Luke 22:11	22	φάγω	fagw	V-2AAS-1S	G5315	I may eat
Luke 22:12	1	Κἀκεῖνος	kakeinov	D-NSM-K	G2548	And he
Luke 22:12	2	ὑμῖν	umin	P-2DP	G4771	you
Luke 22:12	3	δείξει	deixei	V-FAI-3S	G1166	will show
Luke 22:12	4	ἀνώγεον	anwgeon	N-ASN	G0508	upper room
Luke 22:12	5	μέγα	mega	A-ASN	G3173	a large
Luke 22:12	6	ἐστρωμένον	estrwmenon	V-RPP-ASN	G4766	already furnished
Luke 22:12	7	ἐκεῖ	ekei	ADV	G1563	there
Luke 22:12	8	ἑτοιμάσατε	etoimasate	V-AAM-2P	G2090	Make preparations
Luke 22:13	1	Ἀπελθόντες	apelqontev	V-2AAP-NPM	G0565	they went
Luke 22:13	2	δὲ	de	CONJ	G1161	So
Luke 22:13	3	εὗρον	euron	V-2AAI-3P	G2147	[and] found [it]
Luke 22:13	4	καθὼς	kaqwv	ADV	G2531	just as
Luke 22:13	5	εἴρηκεν	eirhken	V-RAI-3S-ATT	G2046	[Jesus] had told
Luke 22:13	6	αὐτοῖς	autoiv	P-DPM	G0846	them
Luke 22:13	7	καὶ	kai	CONJ	G2532	And
Luke 22:13	8	ἡτοίμασαν	htoimasan	V-AAI-3P	G2090	they prepared
Luke 22:13	9	τὸ	to	T-ASN	G3588	the
Luke 22:13	10	Πάσχα	pasca	ARAM	G3957	Passover
Luke 22:14	1	Καὶ	kai	CONJ	G2532	-
Luke 22:14	2	ὅτε	ote	ADV	G3753	When
Luke 22:14	3	ἐγένετο	egeneto	V-2ADI-3S	G1096	had come
Luke 22:14	4	ἡ	h	T-NSF	G3588	the
Luke 22:14	5	ὥρα	wra	N-NSF	G5610	hour
Luke 22:14	6	ἀνέπεσεν	anepesen	V-2AAI-3S	G0377	[Jesus] reclined at the table
Luke 22:14	7	καὶ	kai	CONJ	G2532	-
Luke 22:14	8	οἱ	oi	T-NPM	G3588	-
Luke 22:14	9	δώδεκα	dwdeka	A-NUI	G1427	twelve
Luke 22:14	10	ἀπόστολοι	apostoloi	N-NPM	G0652	apostles
Luke 22:14	11	σὺν	sun	PREP	G4862	with
Luke 22:14	12	αὐτῷ	autw	P-DSM	G0846	His
Luke 22:15	1	Καὶ	kai	CONJ	G2532	And
Luke 22:15	2	εἶπεν	eipen	V-2AAI-3S	G3004	He said
Luke 22:15	3	πρὸς	prov	PREP	G4314	to
Luke 22:15	4	αὐτούς	autouv	P-APM	G0846	them
Luke 22:15	5	Ἐπιθυμίᾳ	epiqumia	N-DSF	G1939	vvv
Luke 22:15	6	ἐπεθύμησα	epequmhsa	V-AAI-1S	G1937	I have eagerly desired
Luke 22:15	7	τοῦτο	touto	D-ASN	G3778	this
Luke 22:15	8	τὸ	to	T-ASN	G3588	-
Luke 22:15	9	Πάσχα	pasca	ARAM	G3957	Passover
Luke 22:15	10	φαγεῖν	fagein	V-2AAN	G5315	to eat
Luke 22:15	11	μεθ'	meq	PREP	G3326	with
Luke 22:15	12	ὑμῶν	umwn	P-2GP	G4771	you
Luke 22:15	13	πρὸ	pro	PREP	G4253	before
Luke 22:15	14	τοῦ	tou	T-GSN	G3588	-
Luke 22:15	15	με	me	P-1AS	G1473	My
Luke 22:15	16	παθεῖν	paqein	V-2AAN	G3958	suffering
Luke 22:16	1	λέγω	legw	V-PAI-1S	G3004	I tell
Luke 22:16	2	γὰρ	gar	CONJ	G1063	For
Luke 22:16	3	ὑμῖν	umin	P-2DP	G4771	you
Luke 22:16	4	ὅτι	oti	CONJ	G3754	that
Luke 22:16	5	οὐκέτι	ouketi	ADV-N	G3765	vvv
Luke 22:16	6	οὐ	ou	PRT-N	G3756	vvv
Luke 22:16	7	μὴ	mh	PRT-N	G3361	vvv
Luke 22:16	8	φάγω	fagw	V-2AAS-1S	G5315	I will not eat
Luke 22:16	9	ἐξ	ex	PREP	G1537	
Luke 22:16	10	αὐτοῦ	autou	P-GSN	G0846	it
Luke 22:16	11	ἕως	ewv	ADV	G2193	again until
Luke 22:16	12	ὅτου	otou	R-GSN-ATT	G3755	. . .
Luke 22:16	13	πληρωθῇ	plhrwqh	V-APS-3S	G4137	it is fulfilled
Luke 22:16	14	ἐν	en	PREP	G1722	in
Luke 22:16	15	τῇ	th	T-DSF	G3588	the
Luke 22:16	16	βασιλείᾳ	basileia	N-DSF	G0932	kingdom
Luke 22:16	17	τοῦ	tou	T-GSM	G3588	-
Luke 22:16	18	θεοῦ	qeou	N-GSM	G2316	of God
Luke 22:17	1	Καὶ	kai	CONJ	G2532	After
Luke 22:17	2	δεξάμενος	dexamenov	V-ADP-NSM	G1209	taking
Luke 22:17	3	ποτήριον	pothrion	N-ASN	G4221	[the] cup
Luke 22:17	4	εὐχαριστήσας	eucaristhsav	V-AAP-NSM	G2168	[He] gave thanks
Luke 22:17	5	εἶπεν	eipen	V-2AAI-3S	G3004	[and] said
Luke 22:17	6	Λάβετε	labete	V-2AAM-2P	G2983	Take
Luke 22:17	7	τοῦτο	touto	D-ASN	G3778	this
Luke 22:17	8	καὶ	kai	CONJ	G2532	and
Luke 22:17	9	διαμερίσατε	diamerisate	V-AAM-2P	G1266	divide [it]
Luke 22:17	10	ἑαυτοῖς	eautoiv	F-2DPM	G1438	among yourselves
Luke 22:18	1	λέγω	legw	V-PAI-1S	G3004	I tell
Luke 22:18	2	γὰρ	gar	CONJ	G1063	For
Luke 22:18	3	ὑμῖν	umin	P-2DP	G4771	you
Luke 22:18	4	ὅτι	oti	CONJ	G3754	that
Luke 22:18	5	οὐ	ou	PRT-N	G3756	vvv
Luke 22:18	6	μὴ	mh	PRT-N	G3361	vvv
Luke 22:18	7	πίω	piw	V-2AAS-1S	G4095	I will not drink
Luke 22:18	8	ἀπὸ	apo	PREP	G0575	vvv
Luke 22:18	9	τοῦ	tou	T-GSN	G3588	
Luke 22:18	10	γενήματος	genhmatov	N-GSN	G1081	of the fruit
Luke 22:18	11	τῆς	thv	T-GSF	G3588	of the
Luke 22:18	12	ἀμπέλου	ampelou	N-GSF	G0288	vine
Luke 22:18	13	ἕως	ewv	ADV	G2193	until
Luke 22:18	14	ὅτου	otou	R-GSN-ATT	G3755	. . .
Luke 22:18	15	ἡ	h	T-NSF	G3588	the
Luke 22:18	16	βασιλεία	basileia	N-NSF	G0932	kingdom
Luke 22:18	17	τοῦ	tou	T-GSM	G3588	-
Luke 22:18	18	θεοῦ	qeou	N-GSM	G2316	of God
Luke 22:18	19	ἔλθῃ	elqh	V-2AAS-3S	G2064	comes
Luke 22:19	1	Καὶ	kai	CONJ	G2532	And
Luke 22:19	2	λαβὼν	labwn	V-2AAP-NSM	G2983	He took
Luke 22:19	3	ἄρτον	arton	N-ASM	G0740	[the] bread
Luke 22:19	4	εὐχαριστήσας	eucaristhsav	V-AAP-NSM	G2168	gave thanks
Luke 22:19	5	ἔκλασεν	eklasen	V-AAI-3S	G2806	[and] broke [it]
Luke 22:19	6	καὶ	kai	CONJ	G2532	and
Luke 22:19	7	ἔδωκεν	edwken	V-AAI-3S	G1325	gave [it]
Luke 22:19	8	αὐτοῖς	autoiv	P-DPM	G0846	to them
Luke 22:19	9	λέγων	legwn	V-PAP-NSM	G3004	saying
Luke 22:19	10	Τοῦτό	touto	D-NSN	G3778	This
Luke 22:19	11	ἐστιν	estin	V-PAI-3S	G1510	is
Luke 22:19	12	τὸ	to	T-NSN	G3588	-
Luke 22:19	13	σῶμά	swma	N-NSN	G4983	body
Luke 22:19	14	μου	mou	P-1GS	G1473	My
Luke 22:19	15	τὸ	to	T-NSN	G3588	-
Luke 22:19	16	ὑπὲρ	uper	PREP	G5228	for
Luke 22:19	17	ὑμῶν	umwn	P-2GP	G4771	you
Luke 22:19	18	διδόμενον	didomenon	V-PPP-NSN	G1325	given
Luke 22:19	19	τοῦτο	touto	D-ASN	G3778	this
Luke 22:19	20	ποιεῖτε	poieite	V-PAM-2P	G4160	do
Luke 22:19	21	εἰς	eiv	PREP	G1519	in
Luke 22:19	22	τὴν	thn	T-ASF	G3588	-
Luke 22:19	23	ἐμὴν	emhn	S-1SASF	G1699	of Me
Luke 22:19	24	ἀνάμνησιν	anamnhsin	N-ASF	G0364	remembrance
Luke 22:20	1	Ὡσαύτως	wsautwv	ADV	G5615	In the same way
Luke 22:20	2	καὶ	kai	CONJ	G2532	-
Luke 22:20	3	τὸ	to	T-ASN	G3588	[He took] the
Luke 22:20	4	ποτήριον	pothrion	N-ASN	G4221	cup
Luke 22:20	5	μετὰ	meta	PREP	G3326	after
Luke 22:20	6	τὸ	to	T-ASN	G3588	. . .
Luke 22:20	7	δειπνῆσαι	deipnhsai	V-AAN	G1172	supper
Luke 22:20	8	λέγων	legwn	V-PAP-NSM	G3004	saying
Luke 22:20	9	Τοῦτο	touto	D-NSN	G3778	This
Luke 22:20	10	τὸ	to	T-NSN	G3588	-
Luke 22:20	11	ποτήριον	pothrion	N-NSN	G4221	cup [is]
Luke 22:20	12	ἡ	h	T-NSF	G3588	the
Luke 22:20	13	καινὴ	kainh	A-NSF	G2537	new
Luke 22:20	14	διαθήκη	diaqhkh	N-NSF	G1242	covenant
Luke 22:20	15	ἐν	en	PREP	G1722	in
Luke 22:20	16	τῷ	tw	T-DSN	G3588	-
Luke 22:20	17	αἵματί	aimati	N-DSN	G0129	blood
Luke 22:20	18	μου	mou	P-1GS	G1473	My
Luke 22:20	19	τὸ	to	T-NSN	G3588	which
Luke 22:20	20	ὑπὲρ	uper	PREP	G5228	for
Luke 22:20	21	ὑμῶν	umwn	P-2GP	G4771	you
Luke 22:20	22	ἐκχυνόμενον	ekcunomenon	V-PPP-NSN	G1632	is poured out
Luke 22:21	1	Πλὴν	plhn	ADV	G4133	vvv
Luke 22:21	2	ἰδού	idou	V-2AMM-2S	G3708	Look
Luke 22:21	3	ἡ	h	T-NSF	G3588	The
Luke 22:21	4	χεὶρ	ceir	N-NSF	G5495	hand
Luke 22:21	5	τοῦ	tou	T-GSM	G3588	vvv
Luke 22:21	6	παραδιδόντος	paradidontov	V-PAP-GSM	G3860	of My betrayer
Luke 22:21	7	με	me	P-1AS	G1473	. . .
Luke 22:21	8	μετ'	met	PREP	G3326	[is] with
Luke 22:21	9	ἐμοῦ	emou	P-1GS	G1473	Mine
Luke 22:21	10	ἐπὶ	epi	PREP	G1909	on
Luke 22:21	11	τῆς	thv	T-GSF	G3588	the
Luke 22:21	12	τραπέζης	trapezhv	N-GSF	G5132	table
Luke 22:22	1	Καὶ	kai	CONJ	G2532	-
Luke 22:22	2	ὁ	o	T-NSM	G3588	the
Luke 22:22	3	μὲν	men	PRT	G3303	Indeed
Luke 22:22	4	υἱὸς	uiov	N-NSM	G5207	Son
Luke 22:22	5	τοῦ	tou	T-GSM	G3588	of
Luke 22:22	6	ἀνθρώπου	anqrwpou	N-GSM	G0444	Man
Luke 22:22	7	πορεύεται	poreuetai	V-PNI-3S	G4198	will go
Luke 22:22	8	κατὰ	kata	PREP	G2596	as
Luke 22:22	9	τὸ	to	T-ASN	G3588	-
Luke 22:22	10	ὡρισμένον	wrismenon	V-RPP-ASN	G3724	it has been determined
Luke 22:22	11	πλὴν	plhn	ADV	G4133	but
Luke 22:22	12	οὐαὶ	ouai	INJ	G3759	woe
Luke 22:22	13	τῷ	tw	T-DSM	G3588	-
Luke 22:22	14	ἀνθρώπῳ	anqrwpw	N-DSM	G0444	man
Luke 22:22	15	ἐκείνῳ	ekeinw	D-DSM	G1565	to that
Luke 22:22	16	δι'	di	PREP	G1223	-
Luke 22:22	17	οὗ	ou	R-GSM	G3739	who
Luke 22:22	18	παραδίδοται	paradidotai	V-PPI-3S	G3860	betrays Him
Luke 22:23	1	Καὶ	kai	CONJ	G2532	Then
Luke 22:23	2	αὐτοὶ	autoi	P-NPM	G0846	they
Luke 22:23	3	ἤρξαντο	hrxanto	V-AMI-3P	G0756	began
Luke 22:23	4	συζητεῖν	suzhtein	V-PAN	G4802	to question
Luke 22:23	5	πρὸς	prov	PREP	G4314	among
Luke 22:23	6	ἑαυτοὺς	eautouv	F-3APM	G1438	themselves
Luke 22:23	7	τὸ	to	T-ASN	G3588	-
Luke 22:23	8	τίς	tiv	I-NSM	G5101	which
Luke 22:23	9	ἄρα	ara	PRT-I	G0687	-
Luke 22:23	10	εἴη	eih	V-PAO-3S	G1510	was
Luke 22:23	11	ἐξ	ex	PREP	G1537	of
Luke 22:23	12	αὐτῶν	autwn	P-GPM	G0846	them
Luke 22:23	13	ὁ	o	T-NSM	G3588	-
Luke 22:23	14	τοῦτο	touto	D-ASN	G3778	this
Luke 22:23	15	μέλλων	mellwn	V-PAP-NSM	G3195	going
Luke 22:23	16	πράσσειν	prassein	V-PAN	G4238	to do
Luke 22:24	1	Ἐγένετο	egeneto	V-2ADI-3S	G1096	arose
Luke 22:24	2	δὲ	de	CONJ	G1161	-
Luke 22:24	3	καὶ	kai	CONJ	G2532	also
Luke 22:24	4	φιλονεικία	filoneikia	N-NSF	G5379	A dispute
Luke 22:24	5	ἐν	en	PREP	G1722	among
Luke 22:24	6	αὐτοῖς	autoiv	P-DPM	G0846	[the disciples]
Luke 22:24	7	τὸ	to	T-NSN	G3588	[as to]
Luke 22:24	8	τίς	tiv	I-NSM	G5101	which
Luke 22:24	9	αὐτῶν	autwn	P-GPM	G0846	of them
Luke 22:24	10	δοκεῖ	dokei	V-PAI-3S	G1380	should be considered
Luke 22:24	11	εἶναι	einai	V-PAN	G1510	. . .
Luke 22:24	12	μείζων	meizwn	A-NSM-C	G3173	[the] greatest
Luke 22:25	1	Ὁ	o	T-NSM	G3588	-
Luke 22:25	2	δὲ	de	CONJ	G1161	So
Luke 22:25	3	εἶπεν	eipen	V-2AAI-3S	G3004	[Jesus] declared
Luke 22:25	4	αὐτοῖς	autoiv	P-DPM	G0846	. . .
Luke 22:25	5	Οἱ	oi	T-NPM	G3588	The
Luke 22:25	6	βασιλεῖς	basileiv	N-NPM	G0935	kings
Luke 22:25	7	τῶν	twn	T-GPN	G3588	of the
Luke 22:25	8	ἐθνῶν	eqnwn	N-GPN	G1484	Gentiles
Luke 22:25	9	κυριεύουσιν	kurieuousin	V-PAI-3P	G2961	lord it over
Luke 22:25	10	αὐτῶν	autwn	P-GPN	G0846	them
Luke 22:25	11	καὶ	kai	CONJ	G2532	and
Luke 22:25	12	οἱ	oi	T-NPM	G3588	those
Luke 22:25	13	ἐξουσιάζοντες	exousiazontev	V-PAP-NPM	G1850	in authority over
Luke 22:25	14	αὐτῶν	autwn	P-GPN	G0846	them
Luke 22:25	15	εὐεργέται	euergetai	N-NPM	G2110	benefactors
Luke 22:25	16	καλοῦνται	kalountai	V-PPI-3P	G2564	call themselves
Luke 22:26	1	Ὑμεῖς	umeiv	P-2NP	G4771	you
Luke 22:26	2	δὲ	de	CONJ	G1161	But
Luke 22:26	3	οὐχ	ouc	PRT-N	G3756	[shall] not [be]
Luke 22:26	4	οὕτως	outwv	ADV	G3779	like them
Luke 22:26	5	ἀλλ'	all	CONJ	G0235	Instead
Luke 22:26	6	ὁ	o	T-NSM	G3588	the
Luke 22:26	7	μείζων	meizwn	A-NSM-C	G3173	greatest
Luke 22:26	8	ἐν	en	PREP	G1722	among
Luke 22:26	9	ὑμῖν	umin	P-2DP	G4771	you
Luke 22:26	10	γενέσθω	genesqw	V-2ADM-3S	G1096	should be
Luke 22:26	11	ὡς	wv	ADV	G5613	like
Luke 22:26	12	ὁ	o	T-NSM	G3588	the
Luke 22:26	13	νεώτερος	newterov	A-NSM-C	G3501	youngest
Luke 22:26	14	καὶ	kai	CONJ	G2532	and
Luke 22:26	15	ὁ	o	T-NSM	G3588	the [one who]
Luke 22:26	16	ἡγούμενος	hgoumenov	V-PNP-NSM	G2233	leads
Luke 22:26	17	ὡς	wv	ADV	G5613	like
Luke 22:26	18	ὁ	o	T-NSM	G3588	the [one who]
Luke 22:26	19	διακονῶν	diakonwn	V-PAP-NSM	G1247	serves
Luke 22:27	1	Τίς	tiv	I-NSM	G5101	who
Luke 22:27	2	γὰρ	gar	CONJ	G1063	For
Luke 22:27	3	μείζων	meizwn	A-NSM-C	G3173	[is] greater
Luke 22:27	4	ὁ	o	T-NSM	G3588	the [one who]
Luke 22:27	5	ἀνακείμενος	anakeimenov	V-PNP-NSM	G0345	reclines at the table
Luke 22:27	6	ἢ	h	PRT	G2228	or
Luke 22:27	7	ὁ	o	T-NSM	G3588	the [one who]
Luke 22:27	8	διακονῶν	diakonwn	V-PAP-NSM	G1247	serves
Luke 22:27	9	Οὐχὶ	ouci	PRT-I	G3780	[Is it] not
Luke 22:27	10	ὁ	o	T-NSM	G3588	the [one who]
Luke 22:27	11	ἀνακείμενος	anakeimenov	V-PNP-NSM	G0345	reclines
Luke 22:27	12	Ἐγὼ	egw	P-1NS	G1473	I
Luke 22:27	13	δέ	de	CONJ	G1161	But
Luke 22:27	14	εἰμι	eimi	V-PAI-1S	G1510	am
Luke 22:27	15	ἐν	en	PREP	G1722	vvv
Luke 22:27	16	μέσῳ	mesw	A-DSN	G3319	among you
Luke 22:27	17	ὑμῶν	umwn	P-2GP	G4771	vvv
Luke 22:27	18	ὡς	wv	ADV	G5613	as
Luke 22:27	19	ὁ	o	T-NSM	G3588	[one who]
Luke 22:27	20	διακονῶν	diakonwn	V-PAP-NSM	G1247	serves
Luke 22:28	1	Ὑμεῖς	umeiv	P-2NP	G4771	You
Luke 22:28	2	δέ	de	CONJ	G1161	-
Luke 22:28	3	ἐστε	este	V-PAI-2P	G1510	are
Luke 22:28	4	οἱ	oi	T-NPM	G3588	the ones
Luke 22:28	5	διαμεμενηκότες	diamemenhkotev	V-RAP-NPM	G1265	who have stood
Luke 22:28	6	μετ'	met	PREP	G3326	by
Luke 22:28	7	ἐμοῦ	emou	P-1GS	G1473	Me
Luke 22:28	8	ἐν	en	PREP	G1722	in
Luke 22:28	9	τοῖς	toiv	T-DPM	G3588	-
Luke 22:28	10	πειρασμοῖς	peirasmoiv	N-DPM	G3986	trials
Luke 22:28	11	μου	mou	P-1GS	G1473	My
Luke 22:29	1	κἀγὼ	kagw	P-1NS-K	G2504	And I
Luke 22:29	2	διατίθεμαι	diatiqemai	V-PMI-1S	G1303	bestow
Luke 22:29	3	ὑμῖν	umin	P-2DP	G4771	on you
Luke 22:29	4	καθὼς	kaqwv	ADV	G2531	just as
Luke 22:29	5	διέθετό	dieqeto	V-2AMI-3S	G1303	has bestowed [one]
Luke 22:29	6	μοι	moi	P-1DS	G1473	on Me
Luke 22:29	7	ὁ	o	T-NSM	G3588	-
Luke 22:29	8	πατήρ	pathr	N-NSM	G3962	Father
Luke 22:29	9	μου	mou	P-1GS	G1473	My
Luke 22:29	10	βασιλείαν	basileian	N-ASF	G0932	a kingdom
Luke 22:30	1	ἵνα	ina	CONJ	G2443	so that
Luke 22:30	2	ἐσθίητε	esqihte	V-PAS-2P	G2068	you may eat
Luke 22:30	3	καὶ	kai	CONJ	G2532	and
Luke 22:30	4	πίνητε	pinhte	V-PAS-2P	G4095	drink
Luke 22:30	5	ἐπὶ	epi	PREP	G1909	at
Luke 22:30	6	τῆς	thv	T-GSF	G3588	-
Luke 22:30	7	τραπέζης	trapezhv	N-GSF	G5132	table
Luke 22:30	8	μου	mou	P-1GS	G1473	My
Luke 22:30	9	καὶ	kai	CONJ	G2532	and
Luke 22:30	10	καθίσεσθε	kaqisesqe	V-FDI-2P	G2523	sit
Luke 22:30	11	ἐπὶ	epi	PREP	G1909	on
Luke 22:30	12	θρόνων	qronwn	N-GPM	G2362	thrones
Luke 22:30	13	κρίνοντες	krinontev	V-PAP-NPM	G2919	judging
Luke 22:30	14	τὰς	tav	T-APF	G3588	the
Luke 22:30	15	δώδεκα	dwdeka	A-NUI	G1427	twelve
Luke 22:30	16	φυλὰς	fulav	N-APF	G5443	tribes
Luke 22:30	17	τοῦ	tou	T-GSM	G3588	of
Luke 22:30	18	Ἰσραήλ	israhl	N-PRI	G2474	Israel
Luke 22:31	1	Εἶπεν	eipen	V-2AAI-3S	G3004	said
Luke 22:31	2	δὲ	de	CONJ	G1161	And
Luke 22:31	3	ὁ	o	T-NSM	G3588	the
Luke 22:31	4	κύριος	kuriov	N-NSM	G2962	Lord
Luke 22:31	5	Σίμων	simwn	N-VSM	G4613	Simon
Luke 22:31	6	Σίμων	simwn	N-VSM	G4613	Simon
Luke 22:31	7	ἰδού	idou	V-2AMM-2S	G3708	-
Luke 22:31	8	ὁ	o	T-NSM	G3588	-
Luke 22:31	9	Σατανᾶς	satanav	N-NSM	G4567	Satan
Luke 22:31	10	ἐξῃτήσατο	exhthsato	V-AMI-3S	G1809	has asked
Luke 22:31	11	ὑμᾶς	umav	P-2AP	G4771	all of you
Luke 22:31	12	τοῦ	tou	T-GSN	G3588	-
Luke 22:31	13	σινιάσαι	siniasai	V-AAN	G4617	to sift
Luke 22:31	14	ὡς	wv	ADV	G5613	like
Luke 22:31	15	τὸν	ton	T-ASM	G3588	-
Luke 22:31	16	σῖτον	siton	N-ASM	G4621	wheat
Luke 22:32	1	ἐγὼ	egw	P-1NS	G1473	I
Luke 22:32	2	δὲ	de	CONJ	G1161	But
Luke 22:32	3	ἐδεήθην	edehqhn	V-AOI-1S	G1189	have prayed
Luke 22:32	4	περὶ	peri	PREP	G4012	for
Luke 22:32	5	σοῦ	sou	P-2GS	G4771	you, [ Simon ]
Luke 22:32	6	ἵνα	ina	CONJ	G2443	that
Luke 22:32	7	μὴ	mh	PRT-N	G3361	vvv
Luke 22:32	8	ἐκλίπῃ	ekliph	V-2AAS-3S	G1587	will not fail
Luke 22:32	9	ἡ	h	T-NSF	G3588	-
Luke 22:32	10	πίστις	pistiv	N-NSF	G4102	faith
Luke 22:32	11	σου	sou	P-2GS	G4771	your
Luke 22:32	12	καὶ	kai	CONJ	G2532	And
Luke 22:32	13	σύ	su	P-2NS	G4771	you
Luke 22:32	14	ποτε	pote	PRT	G4218	when
Luke 22:32	15	ἐπιστρέψας	epistreyav	V-AAP-NSM	G1994	have turned back
Luke 22:32	16	στήριξον	sthrixon	V-AAM-2S	G4741	strengthen
Luke 22:32	17	τοὺς	touv	T-APM	G3588	-
Luke 22:32	18	ἀδελφούς	adelfouv	N-APM	G0080	brothers
Luke 22:32	19	σου	sou	P-2GS	G4771	your
Luke 22:33	1	Ὁ	o	T-NSM	G3588	-
Luke 22:33	2	δὲ	de	CONJ	G1161	-
Luke 22:33	3	εἶπεν	eipen	V-2AAI-3S	G3004	said [Peter]
Luke 22:33	4	αὐτῷ	autw	P-DSM	G0846	-
Luke 22:33	5	Κύριε	kurie	N-VSM	G2962	Lord
Luke 22:33	6	μετὰ	meta	PREP	G3326	with
Luke 22:33	7	σοῦ	sou	P-2GS	G4771	You
Luke 22:33	8	ἕτοιμός	etoimov	A-NSM	G2092	ready
Luke 22:33	9	εἰμι	eimi	V-PAI-1S	G1510	I am
Luke 22:33	10	καὶ	kai	CONJ	G2532	even
Luke 22:33	11	εἰς	eiv	PREP	G1519	to
Luke 22:33	12	φυλακὴν	fulakhn	N-ASF	G5438	prison
Luke 22:33	13	καὶ	kai	CONJ	G2532	and
Luke 22:33	14	εἰς	eiv	PREP	G1519	to
Luke 22:33	15	θάνατον	qanaton	N-ASM	G2288	death
Luke 22:33	16	πορεύεσθαι	poreuesqai	V-PNN	G4198	to go
Luke 22:34	1	Ὁ	o	T-NSM	G3588	-
Luke 22:34	2	δὲ	de	CONJ	G1161	But
Luke 22:34	3	εἶπεν	eipen	V-2AAI-3S	G3004	[Jesus] replied
